M_4SRA,N_4SRA,wrar_4SRA,wbo_4SRA,rts_4SRA,Ms_4SRA,Ps_4SRA,Da_4SRA,Ur_PRACH_4SRA,Ur_PUSCH_4SRA,M_2SRA,N_2SRA,wrar_2SRA,wbo_2SRA,rts_2SRA,Ms_2SRA,Ps_2SRA,Da_2SRA,Ur_PRACH_2SRA,Ur_PUSCH_2SRA,M_FB,wbo_FB,rts_FB,Ms_FB,Ps_FB,Da_FB,Ur_PRACH_FB,Ur_PUSCH_FB,Ms_T,Ps_T,Da_2SRA_T,Da_T,Ur_PUSCH_4SRA_T,Ur_PUSCH_T
120,27,14,40,5,120.0,1.0,94.02637499999994,0.07286,120.0,120,27,14,40,5,119.999,0.999992,79.93919115992634,0.072859,27,0.001,40,5,0.001,1.0,196.0,1e-06,0.001,240.0,1.0,79.940158,86.983267,120.001,147.001
240,27,14,40,5,239.471,0.997796,119.95039482860135,0.145398,239.471,240,27,14,40,5,239.465,0.997771,105.97966299876808,0.145395,27,0.535,40,5,0.535,1.0,202.58878504672896,0.000325,0.535,479.47100000000006,0.998898,106.195021,113.06512,240.006,267.00600000000003
360,27,14,40,5,334.742,0.929839,148.4074212378488,0.203243,334.742,360,27,14,40,5,338.832,0.9412,134.76125041318411,0.205727,27,21.168,40,5,21.168,1.0,76.4208711262282,0.012852,21.168,694.7420000000001,0.964919,131.330836,139.558711,355.91,382.91
480,27,14,40,5,297.935,0.620698,159.69327202242104,0.180896,297.935,480,27,14,40,5,348.923,0.726923,155.34922031508387,0.211854,27,131.077,40,5,131.046,0.999763,145.2476458648108,0.079566,131.046,777.904,0.810317,152.591186,155.311265,428.981,455.981
600,27,14,40,5,187.192,0.311987,152.06281251335523,0.113656,187.192,600,27,14,40,5,289.72,0.482867,169.0022262874499,0.175908,27,310.28,40,5,297.654,0.959308,199.7862047881096,0.180725,297.654,774.566,0.645472,184.602124,176.738238,484.846,511.846
720,27,14,40,5,111.045,0.154229,142.14291503444554,0.067423,111.045,720,27,14,40,5,227.005,0.315285,181.02321534767958,0.137829,27,492.995,40,5,330.239,0.669863,245.95971402529673,0.200509,330.239,668.289,0.46409,219.506473,206.651501,441.284,468.284
840,27,14,40,5,67.68,0.080571,134.732121749409,0.041093,67.68,840,27,14,40,5,180.035,0.214327,193.18340878162581,0.109311,27,659.965,40,5,259.172,0.392706,266.1891793866622,0.15736,259.172,506.88700000000006,0.301718,236.263441,222.706889,326.85200000000003,353.85200000000003
960,27,14,40,5,41.571,0.043303,128.645233456015,0.02524,41.571,960,27,14,40,5,146.341,0.152439,205.46826931618617,0.088853,27,813.659,40,5,202.32,0.248655,286.4371540134442,0.122842,202.32,390.23199999999997,0.203246,252.45266,239.263587,243.891,270.89099999999996
1080,27,14,40,5,26.298,0.02435,124.25500038025713,0.015967,26.298,1080,27,14,40,5,123.275,0.114144,216.8719935104441,0.074848,27,956.725,40,5,167.676,0.17526,313.18192227868036,0.101807,167.676,317.249,0.146875,272.375716,260.097416,193.974,220.974
1200,27,14,40,5,16.627,0.013856,120.73867805376794,0.010095,16.627,1200,27,14,40,5,107.856,0.08988,227.330486945557,0.065486,27,1092.144,40,5,144.944,0.132715,326.20145711447185,0.088005,144.944,269.42699999999996,0.112261,284.018596,273.942192,161.571,188.57099999999997
