M_4SRA,N_4SRA,wrar_4SRA,wbo_4SRA,rts_4SRA,Ms_4SRA,Ps_4SRA,Da_4SRA,Ur_PRACH_4SRA,Ur_PUSCH_4SRA,M_2SRA,N_2SRA,wrar_2SRA,wbo_2SRA,rts_2SRA,Ms_2SRA,Ps_2SRA,Da_2SRA,Ur_PRACH_2SRA,Ur_PUSCH_2SRA,M_FB,wbo_FB,rts_FB,Ms_FB,Ps_FB,Da_FB,Ur_PRACH_FB,Ur_PUSCH_FB,Ms_T,Ps_T,Da_2SRA_T,Da_T,Ur_PUSCH_4SRA_T,Ur_PUSCH_T
120,27,14,40,5,119.999672,0.999997,94.030335,0.07286,119.999672,120,27,14,40,5,119.999672,0.999997,80.030333,0.07286,27,0.000328,40,10,0.000328,1.0,77.116502,0.0,0.000328,239.999672,0.999999,80.030325,87.030321,0.07286,147.0
240,27,14,40,5,239.503387,0.997931,120.098372,0.145418,239.503387,240,27,14,40,5,239.511256,0.997964,106.092217,0.145423,27,0.488744,40,10,0.488744,1.0,101.431534,0.00015,0.488744,479.503387,0.998965,106.082726,113.083291,0.145568,266.992131
360,27,14,40,5,334.951936,0.930422,148.41038,0.203371,334.951936,360,27,14,40,5,338.916797,0.941436,134.859727,0.205778,27,21.083203,40,10,21.083203,1.0,132.356738,0.006453,21.083203,694.951936,0.965211,134.713141,141.314916,0.209824,383.035139
480,27,14,40,5,297.617881,0.620037,159.736228,0.180703,297.617881,480,27,14,40,5,348.803693,0.726674,155.526992,0.211781,27,131.196307,40,10,131.196307,1.0,174.759548,0.040158,131.196307,777.617881,0.810019,160.783743,160.382827,0.220861,455.814188
600,27,14,40,5,186.801273,0.311335,151.987236,0.113419,186.801273,600,27,14,40,5,290.004282,0.48334,168.885637,0.17608,27,309.995718,40,10,309.995692,1.0,233.240168,0.094887,309.995692,786.801247,0.655668,202.135018,190.229,0.208306,523.796965
720,27,14,40,5,111.50453,0.154867,142.042879,0.067702,111.50453,720,27,14,40,5,227.34237,0.315753,180.793248,0.138034,27,492.65763,40,10,491.036585,0.99671,317.805187,0.150302,491.036585,829.883485,0.576308,274.445594,256.655744,0.218004,629.541115
840,27,14,40,5,67.830831,0.080751,134.452718,0.041184,67.830831,840,27,14,40,5,179.813896,0.214064,193.021807,0.109177,27,660.186104,40,10,501.408916,0.759496,400.448153,0.153477,501.408916,749.053643,0.445865,345.696406,326.567155,0.194661,596.239747
960,27,14,40,5,41.990085,0.04374,128.802782,0.025495,41.990085,960,27,14,40,5,146.554282,0.152661,205.325048,0.088983,27,813.445718,40,10,347.896119,0.427682,440.965054,0.106488,347.896119,536.440486,0.279396,371.121746,352.154136,0.131983,416.886204
1080,27,14,40,5,26.291809,0.024344,124.388023,0.015963,26.291809,1080,27,14,40,5,123.63274,0.114475,216.967033,0.075065,27,956.36726,40,10,255.735624,0.267403,474.372582,0.078278,255.735624,405.660173,0.187806,390.486427,373.239951,0.094241,309.027433
1200,27,14,40,5,16.587348,0.013823,120.752756,0.010071,16.587348,1200,27,14,40,5,107.745485,0.089788,227.31422,0.065419,27,1092.254515,40,10,205.005305,0.18769,503.2915,0.06275,205.005305,329.338138,0.137224,408.214823,393.736593,0.072821,248.592653
