M_4SRA,N_4SRA,wrar_4SRA,wbo_4SRA,rts_4SRA,Ms_4SRA,Ps_4SRA,Da_4SRA,M_2SRA,N_2SRA,wrar_2SRA,wbo_2SRA,rts_2SRA,Ms_2SRA,Ps_2SRA,Da_2SRA,M_FB,wbo_FB,rts_FB,Ms_FB,Ps_FB,Da_FB,Ms_T,Ps_T,Da_2SRA_T,Da_T,Ur_PUSCH_4SRA_T,Ur_PUSCH_2SRA,Ur_PUSCH_T,Wr_PUSCH_4SRA_T,Wr_PUSCH_2SRA,Wr_PUSCH_T,Ru_T
180.0,27,20,20,5,179.677678,0.998209,141.90341,90.0,27,20,20,5,89.999986,1.0,87.881918,1.4e-05,20,5,1.4e-05,1.0,201.131292,269.677678,0.998806,87.881936,123.87473,397.3247062840877,72360.0,72757.32470628408,217.64701500013823,72270.00001360351,72487.64702860365,0.003707
216.0,27,20,20,5,212.386439,0.983271,151.9308,108.0,27,20,20,5,107.999772,0.999998,93.910295,0.000228,20,5,0.000228,1.0,212.759605,320.386439,0.988847,93.910546,132.372583,496.01370440416986,72360.0,72856.01370440418,283.6270375460714,72252.00022809111,72535.62726563719,0.004398
252.66666666666666,27,20,20,5,240.100821,0.950267,160.995666,126.33333333333333,27,20,20,5,125.997793,0.997344,99.57708,0.002207,20,5,0.002207,1.0,220.843246,366.100821,0.965965,99.579204,139.858116,602.8305163385738,72360.0,72962.83051633857,362.72748887801146,72234.00220660318,72596.72969548119,0.005018
288.0,27,20,20,5,255.121642,0.885839,167.553218,144.0,27,20,20,5,143.984826,0.999895,105.077585,0.015174,20,5,0.015174,1.0,229.66176,399.121642,0.923893,105.090713,145.017229,696.6179924324324,72360.0,73056.61799243244,441.481176818763,72216.01517403818,72657.49635085695,0.005463
324.0,27,20,20,5,257.870341,0.795896,172.419351,162.0,27,20,20,5,161.92063,0.99951,110.514548,0.07937,20,5,0.07937,1.0,237.624901,419.870341,0.863931,110.576824,148.558439,779.9296971896056,72360.0,73139.92969718961,521.97998673641,72198.07936965721,72720.05935639361,0.005741
360.0,27,20,20,5,250.024295,0.694512,175.870487,180.0,27,20,20,5,179.677678,0.998209,115.90341,0.322322,20,5,0.322322,1.0,243.881075,430.024295,0.796341,116.132577,150.865333,835.76725538444,72360.0,73195.76725538445,585.4206380137339,72180.32232204263,72765.74296005636,0.005875
720.0,27,20,20,5,80.614753,0.111965,181.106196,360.0,27,20,20,5,250.155212,0.694876,149.89448,108.844788,20,5,108.843858,0.999991,280.652755,439.613823,0.40705,189.538691,187.992372,1068.7958461699973,72360.0,73428.79584617,879.3372347390125,72109.84478820642,72989.18202294543,0.005987
1080.0,27,20,20,5,21.020246,0.019463,164.303732,540.0,27,20,20,5,163.271364,0.302354,158.992459,375.728636,20,5,281.493309,0.749193,337.628847,465.784919,0.287522,272.052131,267.189591,1732.7838564149813,72360.0,74092.78385641499,1430.2703008508424,72196.72863602318,73626.99893687402,0.006287
1440.0,27,20,20,5,7.005533,0.004865,147.805247,720.0,27,20,20,5,100.747482,0.139927,166.372543,617.252518,20,5,153.932668,0.249384,359.808797,261.685683,0.121151,283.288442,279.66145,1825.0776640101221,72360.0,74185.07766401012,1664.1394632058377,72259.25251783188,73923.39198103771,0.003527
1800.0,27,20,20,5,2.777579,0.001543,135.665116,900.0,27,20,20,5,67.527982,0.075031,175.332994,830.472018,20,5,90.466944,0.108934,381.007421,160.772505,0.059545,293.100933,290.381,1846.7068700513537,72360.0,74206.70687005135,1753.4623467568736,72292.47201778983,74045.9343645467,0.002167
2160.0,27,20,20,5,1.214633,0.000562,127.51958,1080.0,27,20,20,5,50.092992,0.046382,185.028322,1026.907008,20,5,65.112722,0.063407,398.97957,116.420347,0.035932,305.950693,304.089092,1859.113449082873,72360.0,74219.11344908287,1792.7860940556307,72309.9070076417,74102.69310169732,0.001569
2520.0,27,20,20,5,0.556111,0.000221,122.074874,1260.0,27,20,20,5,40.39164,0.032057,194.242121,1216.60836,20,5,53.646863,0.044095,411.052168,94.594614,0.025025,317.927405,316.77601,1867.097081013975,72360.0,74227.09708101397,1812.8941061526398,72319.60835962427,74132.50246577691,0.001274
2880.0,27,20,20,5,0.260072,9e-05,118.484232,1440.0,27,20,20,5,34.719418,0.024111,202.027133,1401.280582,20,5,47.912677,0.034192,418.051178,82.892167,0.019188,327.284641,326.629535,1872.9427676433531,72360.0,74232.94276764336,1824.7700179336177,72325.28058166686,74150.05059960048,0.001117
3240.0,27,20,20,5,0.122582,3.8e-05,116.036606,1620.0,27,20,20,5,31.136394,0.01922,208.257059,1584.863606,20,5,44.650318,0.028173,422.019728,75.909294,0.015619,334.196962,333.844666,1878.7438531172634,72360.0,74238.74385311727,1833.9709534594863,72328.86360639543,74162.83455985492,0.001023
3600.0,27,20,20,5,0.057879,1.6e-05,114.36866,1800.0,27,20,20,5,28.738933,0.015966,213.045273,1767.261067,20,5,42.572212,0.024089,424.365008,71.369024,0.013216,339.20155,339.019214,1884.5168152948734,72360.0,74244.51681529488,1841.8867237068498,72331.2610667921,74173.14779049894,0.000961
