Lambda,M_4SRA,N_4SRA,wrar_4SRA,wbo_4SRA,rts_4SRA,Ms_4SRA,Ps_4SRA,Da_4SRA,M_2SRA,N_2SRA,wrar_2SRA,wbo_2SRA,rts_2SRA,Ms_2SRA,Ps_2SRA,Da_2SRA,M_FB,wbo_FB,rts_FB,Ms_FB,Ps_FB,Da_FB,Ms_T,Ps_T,Da_2SRA_T,Da_T,Ur_PUSCH_4SRA_T,Ur_PUSCH_2SRA,Ur_PUSCH_T,Wr_PUSCH_4SRA_T,Wr_PUSCH_2SRA,Wr_PUSCH_T,Ru_T
0.05,135,27,20,20,5,134.9942,0.999957,128.5137073,135,27,20,20,5,134.9856,0.999893,102.5358646,0.0144,20,5,0.0052,0.361111,228,269.985,0.999944,102.540698,115.527366,299,72360,72659,164.0006,72225.0144,72389.015,0.003717
0.06,162,27,20,20,5,161.9584,0.999743,136.7705485,162,27,20,20,5,161.8698,0.999196,110.6264547,0.1302,20,5,0.0532,0.408602,229.4285714,323.8814,0.999634,110.665487,123.719445,347,72360,72707,184.9884,72198.1302,72383.1186,0.004451
0.07,190,27,20,20,5,189.5398,0.997578,145.0811856,190,27,20,20,5,189.2686,0.996151,118.974403,0.7314,20,5,0.3906,0.534044,229.9828469,379.199,0.997892,119.203023,132.13803,417,72360,72777,227.0696,72170.7314,72397.801,0.00521
0.08,216,27,20,20,5,212.7254,0.98484,151.9955995,216,27,20,20,5,212.1286,0.982077,126.0376192,2.8714,20,5,2.098,0.730654,232.5252622,426.952,0.988315,127.080492,139.494244,500,72360,72860,285.1766,72147.8714,72433.048,0.005861
0.09,243,27,20,20,5,232.9318,0.958567,158.7377202,243,27,20,20,5,233.3848,0.960431,132.7983768,8.6152,20,5,7.6328,0.885969,235.4757625,473.9494,0.975205,136.050073,147.200365,579,72360,72939,338.4354,72126.6152,72465.0506,0.006497
0.1,270,27,20,20,5,244.997,0.907396,163.587997,270,27,20,20,5,248.419,0.92007,138.5335321,20.581,20,5,19.5812,0.951421,240.1922558,512.9972,0.949995,145.961138,154.379366,681,72360,73041,416.4218,72111.581,72528.0028,0.007037
0.2,540,27,20,20,5,108.5044,0.200934,162.0326936,540,27,20,20,5,162.7194,0.301332,159.1898772,376.2806,20,5,295.171,0.784444,332.0459208,566.3948,0.52444,270.618488,249.816679,1740,72360,74100,1336.3246,72197.2806,73533.6052,0.007639
0.3,810,27,20,20,5,38.342,0.047336,149.7157164,810,27,20,20,5,81.3146,0.100388,170.7440939,726.6854,20,5,117.149,0.16121,367.7963235,236.8056,0.146176,287.059991,264.822112,1833,72360,74193,1677.509,72278.6854,73956.1944,0.003201
0.4,1080,27,20,20,5,15.8834,0.014707,139.6502449,1080,27,20,20,5,49.8136,0.046124,185.3889339,1027.1864,20,5,65.517,0.063783,398.0965475,131.214,0.060747,306.223862,286.060195,1862,72360,74222,1780.5996,72310.1864,74090.786,0.00177
0.5,1350,27,20,20,5,7.4042,0.005485,131.1771832,1350,27,20,20,5,37.2064,0.02756,198.4067741,1309.7936,20,5,50.2754,0.038384,414.830786,94.886,0.035143,322.784688,307.833059,1866,72360,74226,1808.3204,72322.7936,74131.114,0.001256
0.6,1620,27,20,20,5,3.7626,0.002323,124.41963,1620,27,20,20,5,31.1026,0.019199,208.3792898,1584.8974,20,5,44.6298,0.028159,422.0348041,79.495,0.024535,334.28845,324.35509,1880,72360,74240,1831.6076,72328.8974,74160.505,0.00106
0.7,1890,27,20,20,5,2.0296,0.001074,120.2886283,1890,27,20,20,5,27.8876,0.014755,215.0747357,1857.1124,20,5,41.6534,0.022429,425.2916857,71.5706,0.018934,340.989674,334.731031,1886,72360,74246,1842.317,72332.1124,74174.4294,0.000964
0.8,2160,27,20,20,5,1.1164,0.000517,117.3738803,2160,27,20,20,5,25.7828,0.011936,219.5521278,2129.2172,20,5,39.8784,0.018729,427.1211533,66.7776,0.015458,345.616236,341.800439,1880,72360,74240,1839.0052,72334.2172,74173.2224,0.000894
0.9,2430,27,20,20,5,0.6244,0.000257,114.9522742,2430,27,20,20,5,24.3148,0.010006,222.4400612,2399.6852,20,5,38.5544,0.016066,428.3873228,63.4936,0.013065,348.736771,346.43772,1898,72360,74258,1858.8212,72335.6852,74194.5064,0.000854
1,2700,27,20,20,5,0.3592,0.000133,113.5846325,2700,27,20,20,5,23.3472,0.008647,224.3989172,2669.6528,20,5,37.5522,0.014066,429.4250164,61.2586,0.011344,350.823497,349.432408,1900,72360,74260,1862.0886,72336.6528,74198.7414,0.000841
