Lambda,M_4SRA,N_4SRA,wrar_4SRA,wbo_4SRA,rts_4SRA,Ms_4SRA,Ps_4SRA,Da_4SRA,M_2SRA,N_2SRA,wrar_2SRA,wbo_2SRA,rts_2SRA,Ms_2SRA,Ps_2SRA,Da_2SRA,M_FB,wbo_FB,rts_FB,Ms_FB,Ps_FB,Da_FB,Ms_T,Ps_T,Da_2SRA_T,Da_T,Ur_PUSCH_4SRA_T,Ur_PUSCH_2SRA,Ur_PUSCH_T,Wr_PUSCH_4SRA_T,Wr_PUSCH_2SRA,Wr_PUSCH_T,Ru_T
0.05,135,27,20,20,5,135,1,126.5511852,135,27,20,20,5,135,1,100.5589333,0,20,5,0,0,0,270,1,100.558933,113.555059,159,72360,72519,24,72225,72249,0.003723
0.06,162,27,20,20,5,161.9996,0.999998,128.8000205,162,27,20,20,5,161.9996,0.999998,102.7756994,0.0004,20,5,0.0004,1,248,323.9996,0.999999,102.776058,115.788023,215,72360,72575,53,72198.0004,72251.0004,0.004464
0.07,190,27,20,20,5,189.999,0.999995,131.403589,190,27,20,20,5,189.9982,0.999991,105.3369237,0.0018,20,5,0.0018,1,224.9444444,379.999,0.999997,105.338057,118.370789,261,72360,72621,70.9992,72170.0018,72241.001,0.005233
0.08,216,27,20,20,5,214.9918,0.995332,133.9448105,216,27,20,20,5,214.9936,0.995341,107.9682474,0.0064,20,5,0.0064,1,229.25,429.9918,0.995351,107.971858,120.958086,334,72360,72694,119.0018,72145.0064,72264.0082,0.005915
0.09,243,27,20,20,5,241.978,0.995794,137.0129475,243,27,20,20,5,241.9788,0.995798,111.0676332,0.0212,20,5,0.0212,1,232.6226415,483.978,0.99584,111.078282,124.045025,352,72360,72712,110.0008,72118.0212,72228.022,0.006656
0.1,270,27,20,20,5,268.9304,0.996039,140.3958243,270,27,20,20,5,268.93,0.996037,114.5404083,0.07,20,5,0.07,1,234.8714286,537.9304,0.996167,114.571721,127.482102,446,72360,72806,176.9996,72091.07,72268.0696,0.007389
0.2,540,27,20,20,5,432.8698,0.801611,185.3025781,540,27,20,20,5,461.7098,0.855018,163.8557663,77.2902,20,5,77.268,0.999713,311.655006,971.8476,0.899859,185.044304,185.159342,1347,72360,73707,836.8622,71898.2902,72735.1524,0.013185
0.3,810,27,20,20,5,182.7218,0.225582,134.8766535,810,27,20,20,5,316.0316,0.390162,181.4164697,491.9684,20,5,239.37,0.486556,421.3395622,738.1234,0.455632,284.819828,247.701527,2261,72360,74621,1838.9082,72043.9684,73882.8766,0.009892
0.4,1080,27,20,20,5,97.5102,0.090287,102.005904,1080,27,20,20,5,209.925,0.194375,192.061129,867.075,20,5,141.6066,0.163315,466.5495203,449.0418,0.20789,302.632605,259.066171,2415,72360,74775,2175.8832,72150.075,74325.9582,0.006005
0.5,1350,27,20,20,5,61.6682,0.04568,87.74529012,1350,27,20,20,5,154.3008,0.114297,205.9895062,1192.6992,20,5,107.6694,0.090274,487.4726125,323.6384,0.119866,321.678684,277.103469,2450,72360,74810,2280.6624,72205.6992,74486.3616,0.004326
0.6,1620,27,20,20,5,41.6886,0.025734,81.14204603,1620,27,20,20,5,121.8894,0.07524,220.9265309,1494.1106,20,5,91.4654,0.061217,497.8910462,255.0434,0.078717,339.661475,297.404694,2467,72360,74827,2333.846,72238.1106,74571.9566,0.003408
0.7,1890,27,20,20,5,29.1128,0.015404,77.68415954,1890,27,20,20,5,100.1472,0.052988,235.7554819,1784.8528,20,5,81.9192,0.045897,504.1390004,211.1792,0.055868,356.512322,318.073553,2506,72360,74866,2394.968,72259.8528,74654.8208,0.002821
0.8,2160,27,20,20,5,20.4842,0.009483,75.59192451,2160,27,20,20,5,84.8798,0.039296,250.4611003,2070.1202,20,5,75.271,0.036361,508.4496885,180.635,0.041814,371.715936,338.13516,2500,72360,74860,2404.2448,72275.1202,74679.365,0.002413
0.9,2430,27,20,20,5,14.4026,0.005927,74.31333926,2430,27,20,20,5,73.6278,0.0303,264.4604226,2350.3722,20,5,70.258,0.029892,511.673361,158.2884,0.03257,385.172033,356.887121,2509,72360,74869,2424.3394,72286.3722,74710.7116,0.002114
1,2700,27,20,20,5,10.1688,0.003766,73.55345764,2700,27,20,20,5,65.4036,0.024224,276.4853036,2627.5964,20,5,66.6248,0.025356,514.2824804,142.1972,0.026333,396.483647,373.390278,2522,72360,74882,2445.2064,72294.5964,74739.8028,0.001899
