Lambda,M_4SRA,N_4SRA,wrar_4SRA,wbo_4SRA,rts_4SRA,Ms_4SRA,Ps_4SRA,Da_4SRA,M_2SRA,N_2SRA,wrar_2SRA,wbo_2SRA,rts_2SRA,Ms_2SRA,Ps_2SRA,Da_2SRA,M_FB,wbo_FB,rts_FB,Ms_FB,Ps_FB,Da_FB,Ms_T,Ps_T,Da_2SRA_T,Da_T,Ur_PUSCH_4SRA_T,Ur_PUSCH_2SRA,Ur_PUSCH_T,Wr_PUSCH_4SRA_T,Wr_PUSCH_2SRA,Wr_PUSCH_T,Ru_T
0.05,180,27,20,20,5,179.9994,0.999997,130.4491943,90,27,20,20,5,90,1,97.3017,0,20,5,0,0,0,269.9994,0.999998,97.3017,119.400005,263,72360,72623,83.0006,72270,72353.0006,0.003718
0.06,216,27,20,20,5,214.992,0.995333,133.8826375,108,27,20,20,5,108,1,98.41264815,0,20,5,0,0,0,322.992,0.996889,98.412648,122.022409,334,72360,72694,119.008,72252,72371.008,0.004443
0.07,253,27,20,20,5,251.9632,0.995902,138.2824103,126,27,20,20,5,125.9998,0.999998,99.85786565,0.0002,20,5,0.0002,1,210.5,377.9632,0.997264,99.858041,125.47304,431,72360,72791,179.0366,72234.0002,72413.0368,0.005192
0.08,288,27,20,20,5,286.8588,0.996037,142.9352608,144,27,20,20,5,143.9998,0.999999,101.2374469,0.0002,20,5,0.0002,1,200.5,430.8588,0.997358,101.237585,128.999221,497,72360,72857,210.141,72216.0002,72426.1412,0.005914
0.09,324,27,20,20,5,322.4912,0.995343,148.5800499,162,27,20,20,5,161.9994,0.999996,102.8093456,0.0006,20,5,0.0006,1,228.8333333,484.4912,0.996895,102.809812,133.275792,645,72360,73005,322.5082,72198.0006,72520.5088,0.006636
0.1,360,27,20,20,5,357.4664,0.992962,154.8517936,180,27,20,20,5,179.999,0.999994,104.4817832,0.001,20,5,0.001,1,237.5,537.4664,0.995308,104.482522,137.98289,754,72360,73114,396.5326,72180.001,72576.5336,0.007351
0.2,720,27,20,20,5,369.3338,0.512964,203.9870272,360,27,20,20,5,357.4242,0.992845,128.8553626,1.5758,20,5,1.5748,0.999365,325.5387351,728.3328,0.674382,129.718142,167.37951,1479,72360,73839,1108.0914,72002.5758,73110.6672,0.009864
0.3,1080,27,20,20,5,172.7906,0.159991,196.6368095,540,27,20,20,5,461.8706,0.855316,163.8877701,77.1294,20,5,75.9896,0.985222,363.4416657,710.6508,0.438673,192.081008,193.188725,1623,72360,73983,1374.2198,71898.1294,73272.3492,0.009606
0.4,1440,27,20,20,5,67.5538,0.046912,133.710715,720,27,20,20,5,371.2882,0.515678,178.2819327,346.7118,20,5,232.7272,0.671241,413.0912485,671.5692,0.310912,268.753988,255.169854,2132,72360,74492,1831.719,71988.7118,73820.4308,0.009015
0.5,1800,27,20,20,5,34.926,0.019403,95.49344328,900,27,20,20,5,271.776,0.301973,184.5595012,626.224,20,5,183.142,0.292454,448.6266777,489.844,0.181424,290.86831,276.938033,2342,72360,74702,2123.932,72088.224,74212.156,0.006557
0.6,2160,27,20,20,5,21.0758,0.009757,81.90388502,1080,27,20,20,5,209.7776,0.194239,192.0675001,867.2224,20,5,138.2124,0.159374,470.2146638,369.0658,0.113909,302.540178,289.940564,2410,72360,74770,2250.7118,72150.2224,74400.9342,0.004936
0.7,2520,27,20,20,5,13.0424,0.005176,76.57894253,1260,27,20,20,5,169.6482,0.134641,201.0823274,1087.3518,20,5,114.5658,0.105362,483.631493,297.2564,0.078639,314.977038,304.5171,2460,72360,74820,2332.3918,72190.3518,74522.7436,0.003973
0.8,2880,27,20,20,5,8.164,0.002835,74.26800588,1440,27,20,20,5,142.0554,0.09865,210.7571504,1293.9446,20,5,100.9362,0.078007,492.2643719,251.1556,0.058138,327.692342,319.454595,2471,72360,74831,2361.8998,72217.9446,74579.8444,0.003356
0.9,3240,27,20,20,5,5.059,0.001561,73.08153785,1620,27,20,20,5,121.8184,0.075197,220.8059275,1494.1816,20,5,91.4208,0.061185,498.0932829,218.2982,0.044917,339.68572,333.507242,2482,72360,74842,2385.5202,72238.1816,74623.7018,0.002917
1,3600,27,20,20,5,3.2072,0.000891,72.30188326,1800,27,20,20,5,106.2998,0.059055,231.1147255,1689.7002,20,5,84.5574,0.050043,502.3893675,194.0644,0.035938,351.30028,346.689421,2486,72360,74846,2398.2354,72253.7002,74651.9356,0.002593
