M_4SRA,N_4SRA,wrar_4SRA,wbo_4SRA,rts_4SRA,Ms_4SRA,Ps_4SRA,Da_4SRA,M_2SRA,N_2SRA,wrar_2SRA,wbo_2SRA,rts_2SRA,Ms_2SRA,Ps_2SRA,Da_2SRA,M_FB,wbo_FB,rts_FB,Ms_FB,Ps_FB,Da_FB,Ms_T,Ps_T,Da_2SRA_T,Da_T,Ur_PUSCH_4SRA_T,Ur_PUSCH_2SRA,Ur_PUSCH_T,Wr_PUSCH_4SRA_T,Wr_PUSCH_2SRA,Wr_PUSCH_T,Ru_T
135.0,27,20,20,5,134.999957,1.0,126.395956,135.0,27,20,20,5,134.999957,1.0,100.395956,4.3e-05,20,5,4.3e-05,1.0,215.424587,269.999957,1.0,100.395993,113.395972,170.33258780307116,72360.0,72530.33258780307,35.33258780355729,72225.00004297939,72260.33263078294,0.003723
162.0,27,20,20,5,161.999748,0.999998,128.64599,162.0,27,20,20,5,161.999748,0.999998,102.645989,0.000252,20,5,0.000252,1.0,219.266969,323.999748,0.999999,102.64617,115.64607,215.61539159009533,72360.0,72575.6153915901,53.615391601775926,72198.00025247579,72251.61564407757,0.004464
189.5,27,20,20,5,188.998783,0.997355,131.142435,189.5,27,20,20,5,188.998783,0.997355,105.142425,0.001217,20,5,0.001217,1.0,222.436979,377.998783,0.997358,105.14318,118.142766,266.07245374403055,72360.0,72626.07245374403,77.07245393569212,72171.00121705556,72248.07367099125,0.005205
216.0,27,20,20,5,214.995207,0.995348,133.810774,216.0,27,20,20,5,214.995209,0.995348,107.810732,0.004791,20,5,0.004791,1.0,225.876299,429.995207,0.995359,107.813363,120.811924,320.33967784200223,72360.0,72680.339677842,105.33967995493616,72145.00479080873,72250.34447076367,0.005916
243.0,27,20,20,5,241.982481,0.995813,136.891917,243.0,27,20,20,5,241.982501,0.995813,110.89174,0.017499,20,5,0.017499,1.0,229.45973,483.982481,0.995849,110.900314,123.895645,383.5559019394868,72360.0,72743.55590193949,141.55592162450156,72118.01749946686,72259.57342109137,0.006653
270.0,27,20,20,5,268.94294,0.996085,140.327462,270.0,27,20,20,5,268.943087,0.996086,114.326801,0.056913,20,5,0.056913,1.0,233.138694,537.94294,0.996191,114.351938,127.338322,454.9242534757785,72360.0,72814.92425347578,185.92439958489572,72091.0569134232,72276.9813130081,0.007388
540.0,27,20,20,5,433.447098,0.80268,185.45948,540.0,27,20,20,5,462.322913,0.856154,163.973094,76.677087,20,5,76.66444,0.999835,310.656386,972.434451,0.900402,184.83702,185.114472,1429.1508354187338,72360.0,73789.15083541874,919.0392974444004,71897.67708663506,72816.71638407945,0.013179
810.0,27,20,20,5,182.485846,0.225291,134.755366,810.0,27,20,20,5,316.539277,0.390789,181.333184,491.460723,20,5,239.893271,0.488123,421.294955,738.918394,0.456122,284.787258,247.734862,2289.2336423885668,72360.0,74649.23364238857,1866.854525169307,72043.46072277066,73910.31524793997,0.009899
1080.0,27,20,20,5,97.604164,0.090374,101.999409,1080.0,27,20,20,5,210.008837,0.194453,191.99151,866.991163,20,5,142.118614,0.163922,466.265898,449.731615,0.208209,302.688634,259.133537,2420.1475449691993,72360.0,74780.1475449692,2180.424766512581,72149.99116348845,74330.41593000104,0.006014
1350.0,27,20,20,5,61.674334,0.045685,87.727559,1350.0,27,20,20,5,154.652865,0.114558,205.756618,1192.347135,20,5,107.643384,0.090279,487.308268,323.970583,0.119989,321.302199,276.836555,2461.3185113154136,72360.0,74821.31851131542,2292.0007931341615,72205.34713517268,74497.34792830684,0.00433
1620.0,27,20,20,5,41.774066,0.025786,81.05013,1620.0,27,20,20,5,121.778607,0.075172,220.706355,1494.221393,20,5,91.697242,0.061368,497.776446,255.249915,0.078781,339.720114,297.386321,2484.4642197424946,72360.0,74844.4642197425,2350.9929120153406,72238.2213931059,74589.21430512123,0.00341
1890.0,27,20,20,5,29.113046,0.015404,77.556802,1890.0,27,20,20,5,100.052725,0.052938,235.820591,1784.947275,20,5,82.090364,0.04599,504.010327,211.256135,0.055888,356.691458,318.224125,2501.4510010909635,72360.0,74861.45100109096,2390.2475910464336,72259.94727498916,74650.19486603558,0.002822
2160.0,27,20,20,5,20.503258,0.009492,75.522451,2160.0,27,20,20,5,84.761972,0.039242,250.506465,2070.238028,20,5,75.426382,0.036434,508.329865,180.691612,0.041827,371.905342,338.274479,2512.7065047282936,72360.0,74872.7065047283,2416.776864757239,72275.23802779014,74692.01489254738,0.002413
2430.0,27,20,20,5,14.517524,0.005974,74.243502,2430.0,27,20,20,5,73.692957,0.030326,264.154649,2350.307043,20,5,70.488217,0.029991,511.583286,158.698698,0.032654,385.119148,356.6807,2523.5896841594586,72360.0,74883.58968415947,2438.5839435604075,72286.30704265104,74724.89098621145,0.002119
2700.0,27,20,20,5,10.282893,0.003808,73.38366,2700.0,27,20,20,5,65.456963,0.024243,276.443413,2627.543037,20,5,66.646007,0.025364,514.177523,142.385863,0.026368,396.380377,373.054039,2530.602206368652,72360.0,74890.60220636865,2453.673305873708,72294.5430374709,74748.2163433446,0.001901
