M_4SRA,N_4SRA,wrar_4SRA,wbo_4SRA,rts_4SRA,Ms_4SRA,Ps_4SRA,Da_4SRA,M_2SRA,N_2SRA,wrar_2SRA,wbo_2SRA,rts_2SRA,Ms_2SRA,Ps_2SRA,Da_2SRA,M_FB,wbo_FB,rts_FB,Ms_FB,Ps_FB,Da_FB,Ms_T,Ps_T,Da_2SRA_T,Da_T,Ur_PUSCH_4SRA_T,Ur_PUSCH_2SRA,Ur_PUSCH_T,Wr_PUSCH_4SRA_T,Wr_PUSCH_2SRA,Wr_PUSCH_T,Ru_T
135.0,27,20,20,5,134.994,0.999956,128.33967,135.0,27,20,20,10,135.0,1.0,102.344578,0.0,20,5,0.0,0.0,0.0,269.994,0.999978,102.344578,115.341835,283.1764652367625,72360.0,72643.17646523676,148.1824656177155,72225.0,72373.18246561772,0.003717
162.0,27,20,20,5,161.92063,0.99951,136.514548,162.0,27,20,20,10,162.0,1.0,110.567842,0.0,20,5,0.0,0.0,0.0,323.92063,0.999755,110.567842,123.538016,348.68688614838794,72360.0,72708.68688614838,186.766255805604,72198.0,72384.7662558056,0.004455
189.5,27,20,20,5,188.405261,0.994223,144.561029,189.5,27,20,20,10,189.0,0.997361,118.891344,0.0,20,5,0.0,0.0,0.0,377.405261,0.995792,118.891344,131.705961,420.49442470385276,72360.0,72780.49442470385,232.08916382247713,72171.0,72403.08916382247,0.005186
216.0,27,20,20,5,212.386457,0.983271,151.930801,216.0,27,20,20,10,215.0,0.99537,127.150987,0.0,20,5,0.0,0.0,0.0,427.386457,0.989321,127.150987,139.465127,496.01338699561546,72360.0,72856.01338699562,283.62693039221034,72145.0,72428.62693039222,0.005866
243.0,27,20,20,5,233.64214,0.96149,158.75263,243.0,27,20,20,10,242.0,0.995885,136.079242,0.0,20,5,0.0,0.0,0.0,475.64214,0.978688,136.079242,147.21673,575.7400646190989,72360.0,72935.7400646191,342.0979246109328,72118.0,72460.09792461093,0.006521
270.0,27,20,20,5,248.937992,0.921993,164.429053,270.0,27,20,20,10,269.0,0.996296,145.447755,0.0,20,5,0.0,0.0,0.0,517.937992,0.959144,145.447755,154.570789,647.9502336760725,72360.0,73007.95023367608,399.01224178889123,72091.00000000009,72490.01224178898,0.007094
540.0,27,20,20,5,163.271364,0.302354,184.992459,540.0,27,20,20,10,418.924808,0.775787,256.12652,120.075192,20,5,120.075192,1.0,398.980416,702.271364,0.650251,287.950656,264.013861,1059.6318286324606,72360.0,73419.63182863247,776.2852728453252,71941.07519190527,72717.3604647506,0.009565
810.0,27,20,20,5,81.440915,0.100544,196.674112,810.0,27,20,20,10,160.722448,0.198423,280.302042,647.277552,20,5,264.039218,0.407923,478.019313,506.202581,0.312471,403.206526,369.97835,2148.5316251335166,72360.0,74508.53162513352,1803.0514919357815,72199.27755194365,74002.32904387944,0.006794
1080.0,27,20,20,5,50.092992,0.046382,211.028322,1080.0,27,20,20,10,85.148562,0.078841,316.081193,991.851438,20,5,143.605728,0.144786,480.028362,278.847282,0.129096,419.002771,381.641595,2218.619805542267,72360.0,74578.61980554227,2024.9210856312416,72274.85143803626,74299.7725236675,0.003739
1350.0,27,20,20,5,37.190822,0.027549,224.353771,1350.0,27,20,20,10,60.429889,0.044763,348.729188,1286.570111,20,5,113.516747,0.088232,481.616218,211.137458,0.078199,435.450632,398.266961,2250.9843199865477,72360.0,74610.98431998654,2100.2767501713042,72299.57011141391,74399.84686158522,0.00283
1620.0,27,20,20,5,31.136394,0.01922,234.257058,1620.0,27,20,20,10,50.579903,0.031222,369.666297,1565.420097,20,5,101.749739,0.064998,482.555328,183.466036,0.056625,445.071381,409.293654,2278.4431488466694,72360.0,74638.44314884667,2145.557016100552,72309.42009698189,74454.97711308244,0.002458
1890.0,27,20,20,5,27.83101,0.014725,240.965755,1890.0,27,20,20,10,45.739811,0.024201,381.834119,1839.260189,20,5,95.444934,0.051893,483.178025,169.015755,0.044713,450.345504,415.86795,2296.4515673761284,72360.0,74656.45156737613,2173.175623571978,72314.26018851553,74487.43581208751,0.002264
2160.0,27,20,20,5,25.776233,0.011933,245.394229,2160.0,27,20,20,10,42.877058,0.01985,389.044199,2112.122942,20,5,91.269534,0.043212,483.665183,159.922825,0.037019,453.421631,419.891941,2310.469328452554,72360.0,74670.46932845256,2193.4235615451807,72317.1229416205,74510.54650316568,0.002142
2430.0,27,20,20,5,24.376226,0.010031,248.294801,2430.0,27,20,20,10,40.954157,0.016854,393.497347,2383.045843,20,5,88.168061,0.036998,484.080276,153.498444,0.031584,455.349763,422.468527,2323.3702525158305,72360.0,74683.37025251583,2210.8259655590296,72319.04584343289,74529.87180899191,0.002055
2700.0,27,20,20,5,23.34339,0.008646,250.226412,2700.0,27,20,20,10,39.535704,0.014643,396.397184,2653.464296,20,5,85.694161,0.032295,484.450204,148.573255,0.027514,456.651419,424.218533,2333.687430545943,72360.0,74693.68743054595,2224.6498788387908,72320.46429572633,74545.11417456513,0.001989
