Lambda,M_4SRA,N_4SRA,wrar_4SRA,wbo_4SRA,rts_4SRA,Ms_4SRA,Ps_4SRA,Da_4SRA,M_2SRA,N_2SRA,wrar_2SRA,wbo_2SRA,rts_2SRA,Ms_2SRA,Ps_2SRA,Da_2SRA,M_FB,wbo_FB,rts_FB,Ms_FB,Ps_FB,Da_FB,Ms_T,Ps_T,Da_2SRA_T,Da_T,Ur_PUSCH_4SRA_T,Ur_PUSCH_2SRA,Ur_PUSCH_T,Wr_PUSCH_4SRA_T,Wr_PUSCH_2SRA,Wr_PUSCH_T,Ru_T
0.05,135,27,20,20,5,134.9926,0.999945,128.43736101089988,135,27,20,20,5,134.9816,0.999864,102.45378777551905,0.0184,20,10,0.0068,0.369565,228.58823529411765,269.981,0.99993,102.460142,115.448953,257.0,72360.0,72617.0,122.00059999999996,72225.0184,72347.019,0.003718
0.06,162,27,20,20,5,161.9506,0.999695,136.64142831209028,162,27,20,20,5,161.883,0.999278,110.61334111673244,0.117,20,10,0.0448,0.382906,229.40625000000006,323.87840000000006,0.999625,110.646207,123.644733,310.0,72360.0,72670.0,148.0046,72198.117,72346.1216,0.004457
0.07,190,27,20,20,5,189.5602,0.997685,145.1103506959794,190,27,20,20,5,189.2628,0.99612,118.95670781579896,0.7372,20,10,0.3896,0.528486,230.1098562628337,379.21259999999995,0.997928,119.185048,132.144548,416.0,72360.0,72776.0,226.0502,72170.7372,72396.7874,0.005211
0.08,216,27,20,20,5,212.594,0.984231,152.20632755392916,216,27,20,20,5,212.1834,0.982331,125.93565425004971,2.8166,20,10,2.0494,0.727615,232.3063823558115,426.8268,0.988025,126.953221,139.531295,492.0,72360.0,72852.0,277.3566,72147.81659999999,72425.17319999999,0.005859
0.09,243,27,20,20,5,233.0018,0.958855,158.6588683005882,243,27,20,20,5,233.2196,0.959751,132.86115403679617,8.7804,20,10,7.794,0.887659,235.5151398511676,474.0154,0.97534,136.180822,147.229883,592.0,72360.0,72952.0,351.2042000000002,72126.7804,72477.98460000001,0.006498
0.1,270,27,20,20,5,245.0294,0.907516,163.70941487021557,270,27,20,20,5,248.5886,0.920699,138.48361389058067,20.4114,20,10,19.4114,0.951008,240.22335843885548,513.0294,0.950054,145.852684,154.381287,637.0,72360.0,72997.0,372.5592000000001,72111.4114,72483.9706,0.007028
0.2,540,27,20,20,5,108.2032,0.200376,162.10546083664806,540,27,20,20,5,162.7912,0.301465,159.11516347320986,376.2088,20,10,375.2046,0.997331,355.4179354410901,646.1990000000001,0.598332,296.019026,273.595784,1673.0,72360.0,74033.0,1189.5922000000005,72197.2088,73386.80099999999,0.008729
0.3,810,27,20,20,5,38.3154,0.047303,149.82084749213112,810,27,20,20,5,81.3382,0.100418,170.83413328546735,726.6618,20,10,220.6024,0.303583,471.94609940780344,340.256,0.210035,390.831121,363.69154,1852.0,72360.0,74212.0,1593.0822,72278.6618,73871.744,0.004585
0.4,1080,27,20,20,5,15.795,0.014625,139.62788857233306,1080,27,20,20,5,49.9106,0.046214,185.23467359639028,1027.0894,20,10,98.1928,0.095603,530.1782146959858,163.8984,0.075879,413.932814,387.497862,1858.0,72360.0,74218.0,1744.0122000000001,72310.0894,74054.1016,0.002208
0.5,1350,27,20,20,5,7.3482,0.005443,130.9055414931548,1350,27,20,20,5,37.2554,0.027597,198.4559097473118,1309.7446,20,10,69.2312,0.052859,569.6462519788764,113.8348,0.042161,439.781605,419.843211,1863.0,72360.0,74223.0,1786.4205999999995,72322.7446,74109.1652,0.001534
0.6,1620,27,20,20,5,3.739,0.002308,124.58772399037173,1620,27,20,20,5,31.0758,0.019183,208.47711402441772,1584.9242,20,10,59.909,0.037799,586.5772838805522,94.7238,0.029236,457.437414,444.298952,1883.0,72360.0,74243.0,1819.3519999999996,72328.92420000001,74148.27620000001,0.001276
0.7,1890,27,20,20,5,2.02,0.001069,119.93217821782177,1890,27,20,20,5,28.0216,0.014826,215.13026379649986,1856.9784,20,10,55.6968,0.029993,592.9223653782623,85.7384,0.022682,466.470604,458.306145,1878.0,72360.0,74238.0,1820.2832000000003,72331.97839999999,74152.2616,0.001155
0.8,2160,27,20,20,5,1.097,0.000508,116.24931631722879,2160,27,20,20,5,25.7066,0.011901,219.5773342254518,2129.2934,20,10,53.1672,0.024969,595.9063031342633,79.9708,0.018512,473.252922,468.355722,1888.0,72360.0,74248.0,1833.7357999999997,72334.2934,74168.02919999999,0.001077
0.9,2430,27,20,20,5,0.6218,0.000256,115.15101318752009,2430,27,20,20,5,24.3664,0.010027,222.30747258519932,2399.6336,20,10,51.4484,0.02144,597.7864656626834,76.4366,0.015728,477.109878,474.165399,1891.0,72360.0,74251.0,1838.9298000000015,72335.6336,74174.5634,0.001029
1.0,2700,27,20,20,5,0.3648,0.000135,113.41392543859648,2700,27,20,20,5,23.3918,0.008664,224.3791456835301,2669.6082,20,10,50.0012,0.01873,599.1203131124853,73.7578,0.013659,479.682895,477.871359,1891.0,72360.0,74251.0,1840.634000000001,72336.6082,74177.24220000001,0.000993
