M_4SRA,N_4SRA,wrar_4SRA,wbo_4SRA,rts_4SRA,Ms_4SRA,Ps_4SRA,Da_4SRA,M_2SRA,N_2SRA,wrar_2SRA,wbo_2SRA,rts_2SRA,Ms_2SRA,Ps_2SRA,Da_2SRA,M_FB,wbo_FB,rts_FB,Ms_FB,Ps_FB,Da_FB,Ms_T,Ps_T,Da_2SRA_T,Da_T,Ur_PUSCH_4SRA_T,Ur_PUSCH_2SRA,Ur_PUSCH_T,Wr_PUSCH_4SRA_T,Wr_PUSCH_2SRA,Wr_PUSCH_T,Ru_T
135.0,27,20,20,10,135.0,1.0,128.34461,135.0,27,20,20,5,134.994,0.999956,102.33967,0.006,20,5,0.006,1.0,211.892757,270.0,1.0,102.344539,115.344574,283.18875093841393,72360.0,72643.18875093841,148.18275055746062,72225.00600038095,72373.18875093841,0.003717
162.0,27,20,20,10,162.0,1.0,136.568441,162.0,27,20,20,5,161.92063,0.99951,110.514548,0.07937,20,5,0.07937,1.0,218.689312,324.0,1.0,110.567547,123.567994,348.85257407075466,72360.0,72708.85257407076,186.7732044135385,72198.07936965721,72384.85257407074,0.004456
189.5,27,20,20,10,189.0,0.997361,144.898472,189.5,27,20,20,5,188.405261,0.994223,118.561029,0.594739,20,5,0.594739,1.0,223.630178,378.0,0.997361,118.891657,131.895065,421.7842181634864,72360.0,72781.78421816349,232.1894790448616,72171.59473911862,72403.78421816348,0.005194
216.0,27,20,20,10,215.0,0.99537,153.20123,216.0,27,20,20,5,212.386457,0.983271,125.930801,2.613543,20,5,2.613543,1.0,227.853307,430.0,0.99537,127.169772,140.185501,502.078704335539,72360.0,72862.07870433554,284.46516093894394,72147.6135433966,72432.07870433554,0.005902
243.0,27,20,20,10,242.0,0.995885,162.327815,243.0,27,20,20,5,233.64214,0.96149,132.75263,8.35786,20,5,8.35786,1.0,233.050255,484.0,0.995885,136.21657,149.272192,597.3817008854757,72360.0,72957.38170088548,347.0238408936427,72126.35785999184,72473.38170088548,0.006634
270.0,27,20,20,10,269.0,0.996296,172.327518,270.0,27,20,20,5,248.937992,0.921993,138.429053,20.062008,20,5,20.062008,1.0,240.048812,538.0,0.996296,146.00785,159.167684,708.3349900285064,72360.0,73068.33499002851,419.2729819207343,72111.0620081129,72530.33499003363,0.007363
540.0,27,20,20,10,154.364041,0.285859,227.111456,540.0,27,20,20,5,163.271364,0.302354,158.992459,375.728636,20,5,53.910059,0.143481,359.936746,371.545464,0.344024,208.87204,216.449874,1833.863201806772,72360.0,74193.86320180677,1625.5891021309235,72196.72863602318,73822.3177381541,0.005008
810.0,27,20,20,10,57.951728,0.071545,241.58295,810.0,27,20,20,5,81.440915,0.100544,170.674112,726.559085,20,5,27.062218,0.037247,413.585078,166.454861,0.10275,231.259547,234.853669,1864.8539475771086,72360.0,74224.85394757711,1779.8400019031862,72278.5590852382,74058.39908714138,0.002243
1080.0,27,20,20,10,32.253154,0.029864,284.57892,1080.0,27,20,20,5,50.092992,0.046382,185.028322,1026.907008,20,5,24.353747,0.023716,423.811765,106.699893,0.049398,263.141503,269.621587,1878.4422246827874,72360.0,74238.44222468279,1821.8353232011223,72309.9070076417,74131.74233084283,0.001437
1350.0,27,20,20,10,22.155403,0.016411,328.375503,1350.0,27,20,20,5,37.190822,0.027549,198.353771,1309.809178,20,5,23.369717,0.017842,426.983956,82.715942,0.030636,286.579913,297.77483,1887.9466417345252,72360.0,74247.94664173452,1842.4215223159329,72322.80917761274,74165.23069992867,0.001114
1620.0,27,20,20,10,17.438603,0.010765,363.103198,1620.0,27,20,20,5,31.136394,0.01922,208.257059,1584.863606,20,5,22.756561,0.014359,428.792868,71.331558,0.022016,301.379371,316.469148,1893.9354732787842,72360.0,74253.93547327879,1853.7403093601367,72328.86360639543,74182.60391575556,0.000961
1890.0,27,20,20,10,14.892703,0.00788,387.777055,1890.0,27,20,20,5,27.83101,0.014725,214.965754,1857.16899,20,5,22.30256,0.012009,430.125949,65.026273,0.017203,310.68252,328.339168,1899.936972691722,72360.0,74259.93697269172,1862.7417093312552,72332.16898976619,74194.91069909744,0.000876
2160.0,27,20,20,10,13.354486,0.006183,404.455212,2160.0,27,20,20,5,25.776233,0.011933,219.394229,2129.223767,20,5,21.940989,0.010305,431.207697,61.071708,0.014137,316.788771,335.958699,1905.9848576114389,72360.0,74265.98485761145,1870.6893834685534,72334.2237668533,74204.91315032185,0.000822
2430.0,27,20,20,10,12.34908,0.005082,415.366666,2430.0,27,20,20,5,24.376226,0.010031,222.294801,2399.623774,20,5,21.64354,0.00902,432.116426,58.368846,0.01201,320.975936,340.946155,1909.9131057326622,72360.0,74269.91310573266,1875.920486098799,72335.62377357719,74211.54425967598,0.000786
2700.0,27,20,20,10,11.641596,0.004312,422.456131,2700.0,27,20,20,5,23.34339,0.008646,224.226412,2669.65661,20,5,21.391087,0.008013,432.901806,56.376073,0.01044,324.010601,344.339493,1912.462613815009,72360.0,74272.462613815,1879.4299303650062,72336.65660955539,74216.08653992039,0.000759
