M_4SRA,N_4SRA,wrar_4SRA,wbo_4SRA,rts_4SRA,Ms_4SRA,Ps_4SRA,Da_4SRA,M_2SRA,N_2SRA,wrar_2SRA,wbo_2SRA,rts_2SRA,Ms_2SRA,Ps_2SRA,Da_2SRA,M_FB,wbo_FB,rts_FB,Ms_FB,Ps_FB,Da_FB,Ms_T,Ps_T,Da_2SRA_T,Da_T,Ur_PUSCH_4SRA_T,Ur_PUSCH_2SRA,Ur_PUSCH_T,Wr_PUSCH_4SRA_T,Wr_PUSCH_2SRA,Wr_PUSCH_T,Ru_T
135.0,36,20,20,5,134.999751,0.999998,117.706207,135.0,18,20,20,5,134.100826,0.993339,122.460283,0.899174,20,5,0.895755,0.996198,217.682953,269.996332,0.999986,123.092123,120.399133,274.98397318530203,48240.0,48514.9839731853,139.088467440003,48105.89917435284,48244.98764179284,0.005565
162.0,36,20,20,5,161.991649,0.999948,124.182088,162.0,18,20,20,5,156.218002,0.964309,132.984279,5.781998,20,5,5.770423,0.997998,220.334746,323.980074,0.999938,136.095916,130.138943,343.7330508478437,48240.0,48583.73305084784,175.97097974340795,48083.78199758171,48259.752977325115,0.006668
189.5,36,20,20,5,188.885078,0.996755,130.367903,189.5,18,20,20,5,169.455244,0.894223,140.985771,19.544756,20,5,19.518238,0.998643,223.21586,377.85856,0.996988,149.478954,139.925665,420.49844939397036,48240.0,48660.49844939397,212.09513354890714,48070.544755805626,48282.639889354534,0.007765
216.0,36,20,20,5,214.275288,0.992015,136.101369,216.0,18,20,20,5,171.961162,0.796116,146.367723,43.038838,20,5,42.991919,0.99891,226.961586,429.228369,0.993584,162.486984,149.315009,513.8594141032004,48240.0,48753.8594141032,256.5922066127455,48068.038838431494,48324.63104504424,0.008804
243.0,36,20,20,5,239.019351,0.983619,141.652676,243.0,18,20,20,5,165.872305,0.682602,150.215667,76.127695,20,5,76.054763,0.999042,231.91914,480.946419,0.989602,175.900839,158.880287,637.0480108921842,48240.0,48877.048010892184,321.97389632093007,48074.12769494808,48396.10159126901,0.00984
270.0,36,20,20,5,260.381047,0.964374,146.527533,270.0,18,20,20,5,154.422227,0.571934,152.955294,114.577773,20,5,114.475453,0.999107,237.92263,529.278727,0.980146,189.127693,168.170353,782.8241456508216,48240.0,49022.82414565082,407.9676459034374,48085.577773043384,48493.54541894682,0.010797
540.0,36,20,20,5,211.714903,0.392065,158.266719,540.0,18,20,20,5,54.23361,0.100433,170.699123,484.76639,20,5,409.010391,0.843727,321.951365,674.958904,0.624962,304.243732,258.455004,2212.8434459904643,48240.0,50452.84344599047,1592.1181522849872,48185.76639047862,49777.884542763604,0.013378
810.0,36,20,20,5,100.225365,0.123735,152.789474,810.0,18,20,20,5,28.223959,0.034844,192.047762,779.776041,20,5,233.784547,0.29981,350.026072,362.233871,0.223601,333.008406,283.144189,2396.1698603211007,48240.0,50636.1698603211,2062.159948942845,48211.776040826604,50273.93598976945,0.007154
1080.0,36,20,20,5,48.729701,0.04512,146.391574,1080.0,18,20,20,5,20.762935,0.019225,208.24187,1056.237065,20,5,133.759029,0.126637,372.227526,203.251665,0.094098,350.192966,301.331467,2428.082459463509,48240.0,50668.08245946351,2245.593729104735,48219.23706522325,50464.83079432799,0.004011
1350.0,36,20,20,5,25.277631,0.018724,139.841885,1350.0,18,20,20,5,17.794474,0.013181,217.421477,1329.205526,20,5,92.147626,0.069325,392.233615,135.219731,0.050081,363.939722,322.047445,2446.4401203392054,48240.0,50686.440120339204,2329.0148635152946,48222.20552574163,50551.22038925692,0.002668
1620.0,36,20,20,5,14.00665,0.008646,133.727084,1620.0,18,20,20,5,16.250818,0.010031,222.294792,1599.749182,20,5,73.911026,0.046202,405.912771,104.168494,0.032151,372.81737,340.668936,2457.281493447142,48240.0,50697.28149344714,2369.363817639072,48223.74918238479,50593.11300002386,0.002055
1890.0,36,20,20,5,8.182718,0.004329,128.432703,1890.0,18,20,20,5,15.278319,0.008084,224.943828,1869.721681,20,5,65.126285,0.034832,413.697741,88.587322,0.023436,377.831107,354.794438,2466.165128324559,48240.0,50706.16512832456,2392.8561255244495,48224.72168117935,50617.5778067038,0.001747
2160.0,36,20,20,5,4.970497,0.002301,124.105705,2160.0,18,20,20,5,14.581766,0.006751,226.461703,2140.418234,20,5,60.343503,0.028192,417.88779,79.895766,0.018494,380.63293,364.673789,2474.9767832349335,48240.0,50714.97678323493,2409.662782838275,48225.41823360222,50635.0810164405,0.001575
2430.0,36,20,20,5,3.11575,0.001282,120.740213,2430.0,18,20,20,5,14.041647,0.005778,227.39357,2409.958353,20,5,57.382059,0.02381,420.253675,74.539456,0.015337,382.338063,371.403271,2481.929089395752,48240.0,50721.92908939575,2421.431280124664,48225.95835259016,50647.389632714825,0.00147
2700.0,36,20,20,5,1.993281,0.000738,118.179201,2700.0,18,20,20,5,13.595271,0.005035,228.025167,2679.404729,20,5,55.299593,0.020639,421.770915,70.888145,0.013127,383.53837,376.076821,2486.1880797847184,48240.0,50726.18807978472,2428.8952060094102,48226.4047294918,50655.29993550121,0.001397
