M_4SRA,N_4SRA,wrar_4SRA,wbo_4SRA,rts_4SRA,Ms_4SRA,Ps_4SRA,Da_4SRA,M_2SRA,N_2SRA,wrar_2SRA,wbo_2SRA,rts_2SRA,Ms_2SRA,Ps_2SRA,Da_2SRA,M_FB,wbo_FB,rts_FB,Ms_FB,Ps_FB,Da_FB,Ms_T,Ps_T,Da_2SRA_T,Da_T,Ur_PUSCH_4SRA_T,Ur_PUSCH_2SRA,Ur_PUSCH_T,Wr_PUSCH_4SRA_T,Wr_PUSCH_2SRA,Wr_PUSCH_T,Ru_T
180.0,27,20,20,5,179.677678,0.998209,141.90341,90.0,27,20,20,5,89.999986,1.0,87.881918,1.4e-05,20,5,1.3e-05,0.928571,204.237133,269.677677,0.998806,87.881935,123.874729,397.3247066520034,72360.0,72757.324706652,217.6470159575867,72270.00001360351,72487.64702956109,0.003707
216.0,27,20,20,5,212.386437,0.983271,151.930802,108.0,27,20,20,5,107.999772,0.999998,93.910295,0.000228,20,5,0.00022,0.964912,210.596108,320.386429,0.988847,93.910532,132.372581,496.0137200091871,72360.0,72856.01372000918,283.6270624602464,72252.00022809111,72535.62729055136,0.004398
252.66666666666666,27,20,20,5,240.100781,0.950267,160.995669,126.33333333333333,27,20,20,5,125.997793,0.997344,99.57708,0.002207,20,5,0.002152,0.975079,218.988782,366.100726,0.965965,99.57912,139.858093,602.8307228504975,72360.0,72962.8307228505,362.7277893639368,72234.00220660318,72596.72999596712,0.005018
288.0,27,20,20,5,255.121259,0.885838,167.553222,144.0,27,20,20,5,143.984826,0.999895,105.077585,0.015174,20,5,0.014934,0.984183,227.70507,399.121019,0.923891,105.090303,145.017086,696.6185326285189,72360.0,73056.61853262852,441.4823398552289,72216.01517403818,72657.49751389341,0.005463
324.0,27,20,20,5,257.868181,0.795889,172.419373,162.0,27,20,20,5,161.92063,0.99951,110.514548,0.07937,20,5,0.07859,0.990173,235.600048,419.867401,0.863925,110.57523,148.557785,779.9288323182693,72360.0,73139.92883231827,521.9820608269725,72198.07936965721,72720.06143048417,0.005741
360.0,27,20,20,5,250.015654,0.694488,175.870652,180.0,27,20,20,5,179.677678,0.998209,115.90341,0.322322,20,5,0.320316,0.993776,241.870266,430.013648,0.796322,116.127575,150.862994,835.7323650941573,72360.0,73195.73236509415,585.3963950249907,72180.32232204263,72765.71871706762,0.005875
720.0,27,20,20,5,79.323979,0.110172,180.500725,360.0,27,20,20,5,250.155212,0.694876,149.89448,108.844788,20,5,108.73751,0.999014,280.152489,438.216701,0.405756,189.360121,187.756434,1069.7247716290215,72360.0,73429.72477162901,881.6632820804531,72109.84478820642,72991.50807028687,0.005968
1080.0,27,20,20,5,20.362277,0.018854,162.247527,540.0,27,20,20,5,163.271364,0.302354,158.992459,375.728636,20,5,272.773785,0.725986,335.491732,456.407426,0.281733,269.403903,264.623201,1712.5498845046004,72360.0,74072.5498845046,1419.413822292929,72196.72863602318,73616.14245831611,0.006162
1440.0,27,20,20,5,6.828332,0.004742,145.516319,720.0,27,20,20,5,100.747482,0.139927,166.372543,617.252518,20,5,149.829167,0.242736,357.180122,257.404981,0.119169,280.463544,276.88372,1798.370778407153,72360.0,74158.37077840716,1641.7132795310047,72259.25251783188,73900.96579736288,0.003471
1800.0,27,20,20,5,2.726351,0.001515,133.622896,900.0,27,20,20,5,67.527982,0.075031,175.332994,830.472018,20,5,89.100777,0.107289,377.839636,159.35511,0.05902,290.532139,287.847634,1819.7614376314991,72360.0,74179.7614376315,1727.9343102508476,72292.47201778983,74020.40632804067,0.002148
2160.0,27,20,20,5,1.197503,0.000554,125.769187,1080.0,27,20,20,5,50.092992,0.046382,185.028322,1026.907008,20,5,64.614704,0.062922,395.09367,115.905199,0.035773,303.357874,301.523073,1832.1319471124903,72360.0,74192.13194711249,1766.3197391781034,72309.9070076417,74076.2267468198,0.001562
2520.0,27,20,20,5,0.549916,0.000218,120.605108,1260.0,27,20,20,5,40.39164,0.032057,194.242121,1216.60836,20,5,53.459276,0.043941,406.616245,94.400832,0.024974,315.214482,314.080818,1840.101172817082,72360.0,74200.10117281709,1786.091981048879,72319.60835962427,74105.70034067315,0.001272
2880.0,27,20,20,5,0.257745,8.9e-05,117.264695,1440.0,27,20,20,5,34.719418,0.024111,202.027133,1401.280582,20,5,47.84102,0.034141,413.306547,82.818183,0.019171,324.456506,323.811688,1845.9442651077727,72360.0,74205.94426510777,1797.8455000938065,72325.28058166686,74123.12608176067,0.001116
3240.0,27,20,20,5,0.121707,3.8e-05,115.04619,1620.0,27,20,20,5,31.136394,0.01922,208.257059,1584.863606,20,5,44.623199,0.028156,417.127112,75.8813,0.015613,331.283722,330.936896,1851.7443951921225,72360.0,74211.74439519212,1806.9994891880146,72328.86360639543,74135.86309558345,0.001022
3600.0,27,20,20,5,0.057552,1.6e-05,113.57293,1800.0,27,20,20,5,28.738933,0.015966,213.045273,1767.261067,20,5,42.562043,0.024084,419.40829,71.358528,0.013215,336.230566,336.050988,1857.5170092408268,72360.0,74217.51700924082,1814.8974145893765,72331.2610667921,74146.15848138147,0.000961
