M_4SRA,N_4SRA,wrar_4SRA,wbo_4SRA,rts_4SRA,Ms_4SRA,Ps_4SRA,Da_4SRA,M_2SRA,N_2SRA,wrar_2SRA,wbo_2SRA,rts_2SRA,Ms_2SRA,Ps_2SRA,Da_2SRA,M_FB,wbo_FB,rts_FB,Ms_FB,Ps_FB,Da_FB,Ms_T,Ps_T,Da_2SRA_T,Da_T,Ur_PUSCH_4SRA_T,Ur_PUSCH_2SRA,Ur_PUSCH_T,Wr_PUSCH_4SRA_T,Wr_PUSCH_2SRA,Wr_PUSCH_T,Ru_T
135.0,27,20,40,5,134.999589,0.999997,127.763234,135.0,27,20,20,5,134.994,0.999956,102.33967,0.006,20,5,0.006,1.0,212.159512,269.999589,0.999998,102.34455,115.053873,241.0161235075886,72360.0,72601.0161235076,106.01053362686817,72225.00600038095,72331.01653400782,0.003719
162.0,27,20,40,5,161.996902,0.999981,133.647586,162.0,27,20,20,5,161.92063,0.99951,110.514548,0.07937,20,5,0.07937,1.0,218.88869,323.996902,0.99999,110.567645,122.107505,306.32991937249454,72360.0,72666.3299193725,144.2536481876611,72198.07936965721,72342.33301784487,0.004459
189.5,27,20,40,5,188.982465,0.997269,139.587304,189.5,27,20,20,5,188.405261,0.994223,118.561029,0.594739,20,5,0.594739,1.0,223.443115,377.982465,0.997315,118.891069,129.238707,378.06129680638475,72360.0,72738.06129680638,188.4840926695248,72171.59473911862,72360.07883178814,0.005196
216.0,27,20,40,5,214.921013,0.995005,145.522639,216.0,27,20,20,5,212.386457,0.983271,125.930801,2.613543,20,5,2.613543,1.0,226.779286,429.921013,0.995188,127.156716,136.33799,448.43538290445383,72360.0,72808.43538290446,230.9008269660228,72147.6135433966,72378.51437036262,0.005905
243.0,27,20,40,5,241.664314,0.994503,152.017079,243.0,27,20,20,5,233.64214,0.96149,132.75263,8.35786,20,5,8.35786,1.0,230.478991,483.664314,0.995194,136.127767,144.066909,518.0908316649628,72360.0,72878.09083166496,268.0686579731798,72126.35785999184,72394.42651796502,0.006637
270.0,27,20,40,5,267.717623,0.991547,158.876993,270.0,27,20,20,5,248.937992,0.921993,138.429053,20.062008,20,5,20.062008,1.0,235.328941,536.717623,0.993922,145.655842,152.250623,608.3949786640188,72360.0,72968.39497866402,320.6153474350583,72111.0620081129,72431.67735554796,0.007355
540.0,27,20,40,5,194.179957,0.359593,166.763509,540.0,27,20,20,5,163.271364,0.302354,158.992459,375.728636,20,5,226.636975,0.603193,348.578075,584.088296,0.540822,269.190437,235.138639,1793.2353291558193,72360.0,74153.23532915582,1372.418396679596,72196.72863602318,73569.14703270278,0.007877
810.0,27,20,40,5,77.555101,0.095747,151.127903,810.0,27,20,20,5,81.440915,0.100544,170.674112,726.559085,20,5,92.052561,0.126697,387.615194,251.048577,0.154968,285.779202,244.182093,1867.8100779635474,72360.0,74227.81007796354,1698.2024158678814,72278.5590852382,73976.76150110608,0.003382
1080.0,27,20,40,5,32.84713,0.030414,145.326714,1080.0,27,20,20,5,50.092992,0.046382,185.028322,1026.907008,20,5,59.319268,0.057765,409.031995,142.25939,0.065861,306.474802,269.266347,1886.394038440581,72360.0,74246.39403844059,1794.2276403699345,72309.9070076417,74104.13464801163,0.001916
1350.0,27,20,40,5,14.493991,0.010736,141.553125,1350.0,27,20,20,5,37.190822,0.027549,198.353771,1309.809178,20,5,48.824021,0.037276,418.732302,100.508834,0.037225,323.445739,297.215708,1897.0890612732837,72360.0,74257.08906127329,1833.7710492821836,72322.80917761274,74156.58022689492,0.001354
1620.0,27,20,40,5,6.729505,0.004154,138.298291,1620.0,27,20,20,5,31.136394,0.01922,208.257059,1584.863606,20,5,44.266601,0.027931,423.107001,82.1325,0.02535,334.388344,318.321757,1905.754097382116,72360.0,74265.75409738212,1854.7579910777742,72328.86360639543,74183.6215974732,0.001106
1890.0,27,20,40,5,3.279027,0.001735,135.350495,1890.0,27,20,20,5,27.83101,0.014725,214.965754,1857.16899,20,5,41.692579,0.02245,425.485358,72.802616,0.01926,341.212189,331.940186,1913.697146627369,72360.0,74273.69714662737,1868.7255406768736,72332.16898976619,74200.89453044305,0.00098
2160.0,27,20,40,5,1.663889,0.00077,132.815562,2160.0,27,20,20,5,25.776233,0.011933,219.394229,2129.223767,20,5,39.943744,0.01876,427.079123,67.383866,0.015598,345.622396,340.367623,1917.8642360634585,72360.0,74277.86423606345,1876.256602283456,72334.2237668533,74210.48036913676,0.000907
2430.0,27,20,40,5,0.875832,0.00036,130.803479,2430.0,27,20,20,5,24.376226,0.010031,222.294801,2399.623774,20,5,38.629846,0.016098,428.295925,63.881904,0.013144,348.596782,345.610798,1922.0344462352307,72360.0,74282.03444623524,1882.528768588582,72335.62377357719,74218.15254216577,0.00086
2700.0,27,20,40,5,0.472467,0.000175,129.29378,2700.0,27,20,20,5,23.34339,0.008646,224.226412,2669.65661,20,5,37.576027,0.014075,429.299594,61.391884,0.011369,350.718683,349.014615,1926.221556546656,72360.0,74286.22155654666,1888.1730629836818,72336.65660955539,74224.82967253907,0.000826
