Lambda,M_4SRA,N_4SRA,wrar_4SRA,wbo_4SRA,rts_4SRA,Ms_4SRA,Ps_4SRA,Da_4SRA,M_2SRA,N_2SRA,wrar_2SRA,wbo_2SRA,rts_2SRA,Ms_2SRA,Ps_2SRA,Da_2SRA,M_FB,wbo_FB,rts_FB,Ms_FB,Ps_FB,Da_FB,Ms_T,Ps_T,Da_2SRA_T,Da_T,Ur_PUSCH_4SRA_T,Ur_PUSCH_2SRA,Ur_PUSCH_T,Wr_PUSCH_4SRA_T,Wr_PUSCH_2SRA,Wr_PUSCH_T,Ru_T
0.05,135,27,20,40,5,135.0084,1.000062,127.8606605,135,27,20,20,5,134.9866,0.999901,102.3818638,0.0134,20,5,0.0042,0.313433,232.1666667,269.9992,0.999997,102.385902,115.124111,218,72360,72578,82.9874,72225.0134,72308.0008,0.00372
0.06,162,27,20,40,5,162.0742,1.000458,133.7157925,162,27,20,20,5,161.8724,0.999212,110.6857735,0.1276,20,5,0.0492,0.38558,229.8089431,323.9958,0.999987,110.721969,122.224296,307,72360,72667,144.8766,72198.1276,72343.0042,0.004459
0.07,190,27,20,40,5,190.3396,1.001787,139.9462477,190,27,20,20,5,189.2392,0.995996,119.007491,0.7608,20,5,0.4,0.525762,230.1475,379.9788,0.999944,119.241915,129.613163,377,72360,72737,186.2604,72170.7608,72357.0212,0.005224
0.08,216,27,20,40,5,215.6958,0.998592,145.9202446,216,27,20,20,5,212.1116,0.981998,125.9887493,2.8884,20,5,2.104,0.728431,231.628327,429.9114,0.995165,127.026329,136.505813,426,72360,72786,208.2002,72147.8884,72356.0886,0.005907
0.09,243,27,20,40,5,242.6054,0.998376,152.3520857,243,27,20,20,5,233.2834,0.960014,132.8395604,8.7166,20,5,7.7298,0.886791,233.7513131,483.6186,0.9951,136.076012,144.240842,504,72360,72864,253.6648,72126.7166,72380.3814,0.006637
0.1,270,27,20,40,5,268.6468,0.994988,159.1268588,270,27,20,20,5,248.5528,0.920566,138.4804983,20.4472,20,5,19.4476,0.951113,237.780847,536.6472,0.993791,145.686284,152.414666,619,72360,72979,330.9056,72111.4472,72442.3528,0.007353
0.2,540,27,20,40,5,194.9742,0.361063,167.5554668,540,27,20,20,5,162.8006,0.301483,159.215216,376.1994,20,5,225.4134,0.599186,348.7206604,583.1882,0.539989,269.250059,235.251048,1758,72360,74118,1337.6124,72197.1994,73534.8118,0.007868
0.3,810,27,20,40,5,77.6212,0.095829,152.4915307,810,27,20,20,5,81.3178,0.100392,170.8528895,726.6822,20,5,91.6764,0.126157,387.8331195,250.6154,0.154701,285.839209,244.538448,1855,72360,74215,1685.7024,72278.6822,73964.3846,0.003377
0.4,1080,27,20,40,5,32.9776,0.030535,147.7779099,1080,27,20,20,5,50.0158,0.046311,184.9554161,1026.9842,20,5,58.9062,0.057358,409.3196489,141.8996,0.065694,306.294029,269.454734,1872,72360,74232,1780.1162,72309.9842,74090.1004,0.001912
0.5,1350,27,20,40,5,14.6092,0.010822,146.1255647,1350,27,20,20,5,37.1128,0.027491,198.4188636,1309.8872,20,5,48.7296,0.037201,418.8540394,100.4516,0.037204,323.551874,297.747841,1896,72360,74256,1832.6612,72322.8872,74155.5484,0.001353
0.6,1620,27,20,40,5,6.9184,0.004271,146.6008326,1620,27,20,20,5,31.0922,0.019193,208.166032,1584.9078,20,5,44.157,0.027861,423.2435741,82.1676,0.02536,334.375733,318.565342,1906,72360,74266,1854.9246,72328.9078,74183.8324,0.001106
0.7,1890,27,20,40,5,3.4662,0.001834,151.7500721,1890,27,20,20,5,27.8074,0.014713,215.1094781,1857.1926,20,5,41.6156,0.022408,425.6099107,72.8892,0.019283,341.29391,332.280272,1907,72360,74267,1861.9182,72332.1926,74194.1108,0.000981
0.8,2160,27,20,40,5,1.6516,0.000765,133.092032,2160,27,20,20,5,25.7962,0.011943,219.5140331,2129.2038,20,5,40.0216,0.018797,427.1622024,67.4694,0.015618,345.777931,340.571541,1888,72360,74248,1846.3268,72334.2038,74180.5306,0.000909
0.9,2430,27,20,40,5,0.8692,0.000358,131.219052,2430,27,20,20,5,24.3476,0.01002,222.4422612,2399.6524,20,5,38.573,0.016074,428.3834418,63.7898,0.013125,348.692951,345.729651,1904,72360,74264,1864.5578,72335.6524,74200.2102,0.000859
1,2700,27,20,40,5,0.4714,0.000175,129.3990242,2700,27,20,20,5,23.4336,0.008679,224.393657,2669.5664,20,5,37.6314,0.014096,429.4281026,61.5364,0.011396,350.746449,349.050815,1889,72360,74249,1850.8972,72336.5664,74187.4636,0.000829
