Slot,M_4SRA,N_4SRA,MiSn_4SRA,M_2SRA,N_2SRA,MiSn_2SRA,j_start,Mi_FB,MiSn_FB,MiSn_T
674,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
675,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
676,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
677,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
678,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
679,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
680,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
681,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
682,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
683,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
684,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
685,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
686,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
687,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
688,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
689,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
690,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
691,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
692,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
693,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
694,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
695,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
696,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
697,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
698,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
699,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
700,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
701,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
702,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
703,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
704,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
705,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
706,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
707,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
708,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
709,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
710,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
711,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
712,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
713,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
714,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
715,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
716,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
717,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
718,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
719,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
720,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
721,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
722,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
723,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
724,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
725,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
726,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
727,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
728,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
729,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
730,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
731,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
732,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
733,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
734,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
735,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
736,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
737,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
738,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
739,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
740,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
741,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
742,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
743,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
744,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
745,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
746,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
747,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
748,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
749,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
750,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
751,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
752,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
753,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
754,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
755,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
756,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
757,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
758,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
759,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
760,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
761,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
762,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
763,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
764,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
765,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
766,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
767,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
768,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
769,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
770,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
771,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
772,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
773,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
774,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
775,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
776,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
777,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
778,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
779,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
780,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
781,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
782,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
783,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
784,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
785,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
786,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
787,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
788,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
789,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
790,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
791,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
792,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
793,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
794,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
795,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
796,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
797,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
798,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
799,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
800,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
801,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
802,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
803,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
804,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
805,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
806,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
807,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
808,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
809,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
810,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
811,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
812,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
813,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
814,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
815,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
816,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
817,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
818,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
819,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
820,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
821,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
822,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
823,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
824,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
825,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
826,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
827,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
828,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
829,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
830,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
831,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
832,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
833,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
834,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
835,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
836,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
837,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
838,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
839,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
840,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
841,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
842,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
843,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
844,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
845,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
846,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
847,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
848,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
849,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
850,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
851,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
852,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
853,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
854,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
855,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
856,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
857,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
858,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
859,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
860,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
861,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
862,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
863,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
864,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
865,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
866,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
867,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
868,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
869,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
870,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
871,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
872,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
873,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
874,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
875,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
876,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
877,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
878,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
879,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
880,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
881,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
882,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
883,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
884,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
885,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
886,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
887,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
888,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
889,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
890,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
891,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
892,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
893,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
894,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
895,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
896,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
897,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
898,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
899,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
900,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
901,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
902,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
903,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
904,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
905,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
906,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
907,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
908,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
909,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
910,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
911,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
912,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
913,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
914,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
915,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
916,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
917,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
918,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
919,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
920,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
921,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
922,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
923,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
924,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
925,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
926,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
927,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
928,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
929,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
930,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
931,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
932,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
933,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
934,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
935,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
936,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
937,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
938,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
939,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
940,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
941,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
942,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
943,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
944,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
945,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
946,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
947,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
948,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
949,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
950,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
951,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
952,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
953,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
954,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
955,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
956,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
957,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
958,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
959,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
960,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
961,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
962,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
963,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
964,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
965,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
966,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
967,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
968,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
969,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
970,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
971,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
972,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
973,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
974,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
975,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
976,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
977,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
978,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
979,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
980,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
981,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
982,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
983,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
984,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
985,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
986,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
987,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
988,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
989,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
990,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
991,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
992,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
993,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
994,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
995,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
996,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
997,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
998,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
999,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1000,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1001,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1002,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1003,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1004,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
