Slot,M_4SRA,N_4SRA,MiSn_4SRA,M_2SRA,N_2SRA,MiSn_2SRA,j_start,Mi_FB,MiSn_FB,MiSn_T
1352,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1353,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1354,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1355,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1356,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1357,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1358,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1359,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1360,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1361,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1362,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1363,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1364,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1365,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1366,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1367,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1368,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1369,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1370,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1371,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1372,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1373,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1374,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1375,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1376,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1377,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1378,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1379,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1380,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1381,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1382,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1383,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1384,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1385,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1386,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1387,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1388,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1389,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1390,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1391,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1392,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1393,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1394,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1395,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1396,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1397,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1398,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1399,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1400,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1401,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1402,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1403,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1404,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1405,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1406,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1407,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1408,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1409,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1410,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1411,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1412,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1413,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1414,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1415,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1416,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1417,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1418,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1419,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1420,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1421,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1422,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1423,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1424,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1425,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1426,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1427,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1428,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1429,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1430,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1431,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1432,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1433,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1434,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1435,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1436,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1437,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1438,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1439,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1440,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1441,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1442,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1443,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1444,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1445,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1446,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1447,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1448,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1449,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1450,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1451,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1452,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1453,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1454,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1455,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1456,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1457,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1458,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1459,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1460,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1461,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1462,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1463,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1464,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1465,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1466,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1467,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1468,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1469,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1470,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1471,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1472,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1473,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1474,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1475,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1476,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1477,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1478,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1479,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1480,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1481,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1482,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1483,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1484,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1485,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1486,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1487,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1488,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1489,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1490,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1491,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1492,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1493,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1494,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1495,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1496,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1497,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1498,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1499,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1500,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1501,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1502,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1503,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1504,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1505,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1506,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1507,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1508,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1509,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1510,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1511,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1512,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1513,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1514,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1515,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1516,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1517,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1518,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1519,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1520,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1521,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1522,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1523,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1524,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1525,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1526,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1527,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1528,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1529,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1530,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1531,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1532,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1533,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1534,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1535,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1536,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1537,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1538,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1539,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1540,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1541,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1542,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1543,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1544,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1545,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1546,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1547,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1548,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1549,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1550,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1551,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1552,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1553,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1554,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1555,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1556,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1557,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1558,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1559,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1560,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1561,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1562,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1563,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1564,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1565,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1566,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1567,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1568,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1569,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1570,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1571,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1572,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1573,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1574,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1575,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1576,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1577,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1578,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1579,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1580,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1581,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1582,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1583,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1584,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1585,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1586,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1587,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1588,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1589,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1590,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1591,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1592,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1593,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1594,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1595,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1596,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1597,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1598,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1599,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1600,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1601,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1602,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1603,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1604,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1605,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1606,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1607,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1608,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1609,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1610,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1611,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1612,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1613,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1614,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1615,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1616,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1617,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1618,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1619,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1620,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1621,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1622,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1623,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1624,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1625,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1626,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1627,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1628,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1629,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1630,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1631,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1632,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1633,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1634,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1635,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1636,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1637,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1638,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1639,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1640,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1641,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1642,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1643,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1644,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1645,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1646,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1647,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1648,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1649,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1650,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1651,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1652,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1653,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1654,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1655,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1656,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1657,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1658,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1659,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1660,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1661,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1662,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1663,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1664,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1665,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1666,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1667,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1668,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1669,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1670,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1671,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1672,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1673,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
1674,540,27,0.0005,540,27,0.0005,12,2.0166548415154585e-32,0.0,0.001
