Slot,M_4SRA,N_4SRA,MiSn_4SRA,M_2SRA,N_2SRA,MiSn_2SRA,Mi_FB,MiSn_FB,MiSn_T
917,540,27,0.0,540,27,0.0,0.0,0.0,0.0
918,540,27,0.0,540,27,0.0,0.0,0.0,0.0
919,540,27,0.0,540,27,0.0,0.0,0.0,0.0
920,540,27,0.0,540,27,0.0,0.0,0.0,0.0
921,540,27,0.0,540,27,0.0,0.0,0.0,0.0
922,540,27,0.0,540,27,0.0,0.0,0.0,0.0
923,540,27,0.0,540,27,0.0,0.0,0.0,0.0
924,540,27,0.0,540,27,0.0,0.0,0.0,0.0
925,540,27,0.0,540,27,0.0,0.0,0.0,0.0
926,540,27,0.0,540,27,0.0,0.0,0.0,0.0
927,540,27,0.0,540,27,0.0,0.0,0.0,0.0
928,540,27,0.0,540,27,0.0,0.0,0.0,0.0
929,540,27,0.0,540,27,0.0,0.0,0.0,0.0
930,540,27,0.0,540,27,0.0,0.0,0.0,0.0
931,540,27,0.0,540,27,0.0,0.0,0.0,0.0
932,540,27,0.0,540,27,0.0,0.0,0.0,0.0
933,540,27,0.0,540,27,0.0,0.0,0.0,0.0
934,540,27,0.0,540,27,0.0,0.0,0.0,0.0
935,540,27,0.0,540,27,0.0,0.0,0.0,0.0
936,540,27,0.0,540,27,0.0,0.0,0.0,0.0
937,540,27,0.0,540,27,0.0,0.0,0.0,0.0
938,540,27,0.0,540,27,0.0,0.0,0.0,0.0
939,540,27,0.0,540,27,0.0,0.0,0.0,0.0
940,540,27,0.0,540,27,0.0,0.0,0.0,0.0
941,540,27,0.0,540,27,0.0,0.0,0.0,0.0
942,540,27,0.0,540,27,0.0,0.0,0.0,0.0
943,540,27,0.0,540,27,0.0,0.0,0.0,0.0
944,540,27,0.0,540,27,0.0,0.0,0.0,0.0
945,540,27,0.0,540,27,0.0,0.0,0.0,0.0
946,540,27,0.0,540,27,0.0,0.0,0.0,0.0
947,540,27,0.0,540,27,0.0,0.0,0.0,0.0
948,540,27,0.0,540,27,0.0,0.0,0.0,0.0
949,540,27,0.0,540,27,0.0,0.0,0.0,0.0
950,540,27,0.0,540,27,0.0,0.0,0.0,0.0
951,540,27,0.0,540,27,0.0,0.0,0.0,0.0
952,540,27,0.0,540,27,0.0,0.0,0.0,0.0
953,540,27,0.0,540,27,0.0,0.0,0.0,0.0
954,540,27,0.0,540,27,0.0,0.0,0.0,0.0
955,540,27,0.0,540,27,0.0,0.0,0.0,0.0
956,540,27,0.0,540,27,0.0,0.0,0.0,0.0
957,540,27,0.0,540,27,0.0,0.0,0.0,0.0
958,540,27,0.0,540,27,0.0,0.0,0.0,0.0
959,540,27,0.0,540,27,0.0,0.0,0.0,0.0
960,540,27,0.0,540,27,0.0,0.0,0.0,0.0
961,540,27,0.0,540,27,0.0,0.0,0.0,0.0
962,540,27,0.0,540,27,0.0,0.0,0.0,0.0
963,540,27,0.0,540,27,0.0,0.0,0.0,0.0
964,540,27,0.0,540,27,0.0,0.0,0.0,0.0
965,540,27,0.0,540,27,0.0,0.0,0.0,0.0
966,540,27,0.0,540,27,0.0,0.0,0.0,0.0
967,540,27,0.0,540,27,0.0,0.0,0.0,0.0
968,540,27,0.0,540,27,0.0,0.0,0.0,0.0
969,540,27,0.0,540,27,0.0,0.0,0.0,0.0
970,540,27,0.0,540,27,0.0,0.0,0.0,0.0
971,540,27,0.0,540,27,0.0,0.0,0.0,0.0
972,540,27,0.0,540,27,0.0,0.0,0.0,0.0
973,540,27,0.0,540,27,0.0,0.0,0.0,0.0
974,540,27,0.0,540,27,0.0,0.0,0.0,0.0
975,540,27,0.0,540,27,0.0,0.0,0.0,0.0
976,540,27,0.0,540,27,0.0,0.0,0.0,0.0
977,540,27,0.0,540,27,0.0,0.0,0.0,0.0
978,540,27,0.0,540,27,0.0,0.0,0.0,0.0
979,540,27,0.0,540,27,0.0,0.0,0.0,0.0
980,540,27,0.0,540,27,0.0,0.0,0.0,0.0
981,540,27,0.0,540,27,0.0,0.0,0.0,0.0
982,540,27,0.0,540,27,0.0,0.0,0.0,0.0
983,540,27,0.0,540,27,0.0,0.0,0.0,0.0
984,540,27,0.0,540,27,0.0,0.0,0.0,0.0
985,540,27,0.0,540,27,0.0,0.0,0.0,0.0
986,540,27,0.0,540,27,0.0,0.0,0.0,0.0
987,540,27,0.0,540,27,0.0,0.0,0.0,0.0
988,540,27,0.0,540,27,0.0,0.0,0.0,0.0
989,540,27,0.0,540,27,0.0,0.0,0.0,0.0
990,540,27,0.0,540,27,0.0,0.0,0.0,0.0
991,540,27,0.0,540,27,0.0,0.0,0.0,0.0
992,540,27,0.0,540,27,0.0,0.0,0.0,0.0
993,540,27,0.0,540,27,0.0,0.0,0.0,0.0
994,540,27,0.0,540,27,0.0,0.0,0.0,0.0
995,540,27,0.0,540,27,0.0,0.0,0.0,0.0
996,540,27,0.0,540,27,0.0,0.0,0.0,0.0
997,540,27,0.0,540,27,0.0,0.0,0.0,0.0
998,540,27,0.0,540,27,0.0,0.0,0.0,0.0
999,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1000,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1001,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1002,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1003,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1004,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1005,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1006,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1007,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1008,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1009,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1010,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1011,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1012,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1013,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1014,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1015,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1016,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1017,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1018,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1019,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1020,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1021,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1022,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1023,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1024,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1025,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1026,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1027,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1028,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1029,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1030,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1031,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1032,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1033,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1034,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1035,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1036,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1037,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1038,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1039,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1040,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1041,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1042,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1043,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1044,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1045,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1046,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1047,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1048,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1049,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1050,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1051,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1052,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1053,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1054,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1055,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1056,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1057,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1058,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1059,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1060,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1061,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1062,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1063,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1064,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1065,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1066,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1067,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1068,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1069,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1070,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1071,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1072,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1073,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1074,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1075,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1076,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1077,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1078,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1079,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1080,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1081,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1082,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1083,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1084,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1085,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1086,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1087,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1088,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1089,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1090,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1091,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1092,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1093,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1094,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1095,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1096,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1097,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1098,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1099,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1100,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1101,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1102,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1103,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1104,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1105,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1106,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1107,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1108,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1109,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1110,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1111,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1112,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1113,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1114,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1115,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1116,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1117,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1118,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1119,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1120,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1121,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1122,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1123,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1124,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1125,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1126,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1127,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1128,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1129,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1130,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1131,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1132,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1133,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1134,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1135,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1136,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1137,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1138,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1139,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1140,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1141,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1142,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1143,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1144,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1145,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1146,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1147,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1148,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1149,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1150,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1151,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1152,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1153,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1154,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1155,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1156,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1157,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1158,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1159,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1160,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1161,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1162,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1163,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1164,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1165,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1166,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1167,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1168,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1169,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1170,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1171,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1172,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1173,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1174,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1175,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1176,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1177,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1178,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1179,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1180,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1181,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1182,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1183,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1184,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1185,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1186,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1187,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1188,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1189,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1190,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1191,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1192,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1193,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1194,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1195,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1196,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1197,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1198,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1199,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1200,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1201,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1202,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1203,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1204,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1205,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1206,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1207,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1208,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1209,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1210,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1211,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1212,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1213,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1214,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1215,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1216,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1217,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1218,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1219,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1220,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1221,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1222,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1223,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1224,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1225,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1226,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1227,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1228,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1229,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1230,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1231,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1232,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1233,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1234,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1235,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1236,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1237,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1238,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1239,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1240,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1241,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1242,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1243,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1244,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1245,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1246,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1247,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1248,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1249,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1250,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1251,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1252,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1253,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1254,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1255,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1256,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1257,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1258,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1259,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1260,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1261,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1262,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1263,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1264,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1265,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1266,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1267,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1268,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1269,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1270,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1271,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1272,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1273,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1274,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1275,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1276,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1277,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1278,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1279,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1280,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1281,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1282,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1283,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1284,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1285,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1286,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1287,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1288,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1289,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1290,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1291,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1292,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1293,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1294,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1295,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1296,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1297,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1298,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1299,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1300,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1301,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1302,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1303,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1304,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1305,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1306,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1307,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1308,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1309,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1310,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1311,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1312,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1313,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1314,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1315,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1316,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1317,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1318,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1319,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1320,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1321,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1322,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1323,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1324,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1325,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1326,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1327,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1328,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1329,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1330,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1331,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1332,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1333,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1334,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1335,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1336,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1337,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1338,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1339,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1340,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1341,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1342,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1343,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1344,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1345,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1346,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1347,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1348,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1349,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1350,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1351,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1352,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1353,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1354,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1355,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1356,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1357,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1358,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1359,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1360,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1361,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1362,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1363,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1364,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1365,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1366,540,27,0.0,540,27,0.0,0.0,0.0,0.0
1367,540,27,0.0,540,27,0.0,0.0,0.0,0.0
