Slot,M_4SRA,N_4SRA,MiSn_4SRA,M_2SRA,N_2SRA,MiSn_2SRA,Mi_FB,MiSn_FB,MiSn_T
453,540,27,0.0,540,27,0.0,0.0,0.0,0.0
454,540,27,0.0,540,27,0.0,0.0,0.0,0.0
455,540,27,0.0,540,27,0.0,0.0,0.0,0.0
456,540,27,0.0,540,27,0.0,0.0,0.0,0.0
457,540,27,0.0,540,27,0.0,0.0,0.0,0.0
458,540,27,0.0,540,27,0.0,0.0,0.0,0.0
459,540,27,0.0,540,27,0.0,0.0,0.0,0.0
460,540,27,0.0,540,27,0.0,0.0,0.0,0.0
461,540,27,0.0,540,27,0.0,0.0,0.0,0.0
462,540,27,0.0,540,27,0.0,0.0,0.0,0.0
463,540,27,0.0,540,27,0.0,0.0,0.0,0.0
464,540,27,0.0,540,27,0.0,0.0,0.0,0.0
465,540,27,0.0,540,27,0.0,0.0,0.0,0.0
466,540,27,0.0,540,27,0.0,0.0,0.0,0.0
467,540,27,0.0,540,27,0.0,0.0,0.0,0.0
468,540,27,0.0,540,27,0.0,0.0,0.0,0.0
469,540,27,0.0,540,27,0.0,0.0,0.0,0.0
470,540,27,0.0,540,27,0.0,0.0,0.0,0.0
471,540,27,0.0,540,27,0.0,0.0,0.0,0.0
472,540,27,0.0,540,27,0.0,0.0,0.0,0.0
473,540,27,0.0,540,27,0.0,0.0,0.0,0.0
474,540,27,0.0,540,27,0.0,0.0,0.0,0.0
475,540,27,0.0,540,27,0.0,0.0,0.0,0.0
476,540,27,0.0,540,27,0.0,0.0,0.0,0.0
477,540,27,0.0,540,27,0.0,0.0,0.0,0.0
478,540,27,0.0,540,27,0.0,0.0,0.0,0.0
479,540,27,0.0,540,27,0.0,0.0,0.0,0.0
480,540,27,0.0,540,27,0.0,0.0,0.0,0.0
481,540,27,0.0,540,27,0.0,0.0,0.0,0.0
482,540,27,0.0,540,27,0.0,0.0,0.0,0.0
483,540,27,0.0,540,27,0.0,0.0,0.0,0.0
484,540,27,0.0,540,27,0.0,0.0,0.0,0.0
485,540,27,0.0,540,27,0.0,0.0,0.0,0.0
486,540,27,0.0,540,27,0.0,0.0,0.0,0.0
487,540,27,0.0,540,27,0.0,0.0,0.0,0.0
488,540,27,0.0,540,27,0.0,0.0,0.0,0.0
489,540,27,0.0,540,27,0.0,0.0,0.0,0.0
490,540,27,0.0,540,27,0.0,0.0,0.0,0.0
491,540,27,0.0,540,27,0.0,0.0,0.0,0.0
492,540,27,0.0,540,27,0.0,0.0,0.0,0.0
493,540,27,0.0,540,27,0.0,0.0,0.0,0.0
494,540,27,0.0,540,27,0.0,0.0,0.0,0.0
495,540,27,0.0,540,27,0.0,0.0,0.0,0.0
496,540,27,0.0,540,27,0.0,0.0,0.0,0.0
497,540,27,0.0,540,27,0.0,0.0,0.0,0.0
498,540,27,0.0,540,27,0.0,0.0,0.0,0.0
499,540,27,0.0,540,27,0.0,0.0,0.0,0.0
500,540,27,0.0,540,27,0.0,0.0,0.0,0.0
501,540,27,0.0,540,27,0.0,0.0,0.0,0.0
502,540,27,0.0,540,27,0.0,0.0,0.0,0.0
503,540,27,0.0,540,27,0.0,0.0,0.0,0.0
504,540,27,0.0,540,27,0.0,0.0,0.0,0.0
505,540,27,0.0,540,27,0.0,0.0,0.0,0.0
506,540,27,0.0,540,27,0.0,0.0,0.0,0.0
507,540,27,0.0,540,27,0.0,0.0,0.0,0.0
508,540,27,0.0,540,27,0.0,0.0,0.0,0.0
509,540,27,0.0,540,27,0.0,0.0,0.0,0.0
510,540,27,0.0,540,27,0.0,0.0,0.0,0.0
511,540,27,0.0,540,27,0.0,0.0,0.0,0.0
512,540,27,0.0,540,27,0.0,0.0,0.0,0.0
513,540,27,0.0,540,27,0.0,0.0,0.0,0.0
514,540,27,0.0,540,27,0.0,0.0,0.0,0.0
515,540,27,0.0,540,27,0.0,0.0,0.0,0.0
516,540,27,0.0,540,27,0.0,0.0,0.0,0.0
517,540,27,0.0,540,27,0.0,0.0,0.0,0.0
518,540,27,0.0,540,27,0.0,0.0,0.0,0.0
519,540,27,0.0,540,27,0.0,0.0,0.0,0.0
520,540,27,0.0,540,27,0.0,0.0,0.0,0.0
521,540,27,0.0,540,27,0.0,0.0,0.0,0.0
522,540,27,0.0,540,27,0.0,0.0,0.0,0.0
523,540,27,0.0,540,27,0.0,0.0,0.0,0.0
524,540,27,0.0,540,27,0.0,0.0,0.0,0.0
525,540,27,0.0,540,27,0.0,0.0,0.0,0.0
526,540,27,0.0,540,27,0.0,0.0,0.0,0.0
527,540,27,0.0,540,27,0.0,0.0,0.0,0.0
528,540,27,0.0,540,27,0.0,0.0,0.0,0.0
529,540,27,0.0,540,27,0.0,0.0,0.0,0.0
530,540,27,0.0,540,27,0.0,0.0,0.0,0.0
531,540,27,0.0,540,27,0.0,0.0,0.0,0.0
532,540,27,0.0,540,27,0.0,0.0,0.0,0.0
533,540,27,0.0,540,27,0.0,0.0,0.0,0.0
534,540,27,0.0,540,27,0.0,0.0,0.0,0.0
535,540,27,0.0,540,27,0.0,0.0,0.0,0.0
536,540,27,0.0,540,27,0.0,0.0,0.0,0.0
537,540,27,0.0,540,27,0.0,0.0,0.0,0.0
538,540,27,0.0,540,27,0.0,0.0,0.0,0.0
539,540,27,0.0,540,27,0.0,0.0,0.0,0.0
540,540,27,0.0,540,27,0.0,0.0,0.0,0.0
541,540,27,0.0,540,27,0.0,0.0,0.0,0.0
542,540,27,0.0,540,27,0.0,0.0,0.0,0.0
543,540,27,0.0,540,27,0.0,0.0,0.0,0.0
544,540,27,0.0,540,27,0.0,0.0,0.0,0.0
545,540,27,0.0,540,27,0.0,0.0,0.0,0.0
546,540,27,0.0,540,27,0.0,0.0,0.0,0.0
547,540,27,0.0,540,27,0.0,0.0,0.0,0.0
548,540,27,0.0,540,27,0.0,0.0,0.0,0.0
549,540,27,0.0,540,27,0.0,0.0,0.0,0.0
550,540,27,0.0,540,27,0.0,0.0,0.0,0.0
551,540,27,0.0,540,27,0.0,0.0,0.0,0.0
552,540,27,0.0,540,27,0.0,0.0,0.0,0.0
553,540,27,0.0,540,27,0.0,0.0,0.0,0.0
554,540,27,0.0,540,27,0.0,0.0,0.0,0.0
555,540,27,0.0,540,27,0.0,0.0,0.0,0.0
556,540,27,0.0,540,27,0.0,0.0,0.0,0.0
557,540,27,0.0,540,27,0.0,0.0,0.0,0.0
558,540,27,0.0,540,27,0.0,0.0,0.0,0.0
559,540,27,0.0,540,27,0.0,0.0,0.0,0.0
560,540,27,0.0,540,27,0.0,0.0,0.0,0.0
561,540,27,0.0,540,27,0.0,0.0,0.0,0.0
562,540,27,0.0,540,27,0.0,0.0,0.0,0.0
563,540,27,0.0,540,27,0.0,0.0,0.0,0.0
564,540,27,0.0,540,27,0.0,0.0,0.0,0.0
565,540,27,0.0,540,27,0.0,0.0,0.0,0.0
566,540,27,0.0,540,27,0.0,0.0,0.0,0.0
567,540,27,0.0,540,27,0.0,0.0,0.0,0.0
568,540,27,0.0,540,27,0.0,0.0,0.0,0.0
569,540,27,0.0,540,27,0.0,0.0,0.0,0.0
570,540,27,0.0,540,27,0.0,0.0,0.0,0.0
571,540,27,0.0,540,27,0.0,0.0,0.0,0.0
572,540,27,0.0,540,27,0.0,0.0,0.0,0.0
573,540,27,0.0,540,27,0.0,0.0,0.0,0.0
574,540,27,0.0,540,27,0.0,0.0,0.0,0.0
575,540,27,0.0,540,27,0.0,0.0,0.0,0.0
576,540,27,0.0,540,27,0.0,0.0,0.0,0.0
577,540,27,0.0,540,27,0.0,0.0,0.0,0.0
578,540,27,0.0,540,27,0.0,0.0,0.0,0.0
579,540,27,0.0,540,27,0.0,0.0,0.0,0.0
580,540,27,0.0,540,27,0.0,0.0,0.0,0.0
581,540,27,0.0,540,27,0.0,0.0,0.0,0.0
582,540,27,0.0,540,27,0.0,0.0,0.0,0.0
583,540,27,0.0,540,27,0.0,0.0,0.0,0.0
584,540,27,0.0,540,27,0.0,0.0,0.0,0.0
585,540,27,0.0,540,27,0.0,0.0,0.0,0.0
586,540,27,0.0,540,27,0.0,0.0,0.0,0.0
587,540,27,0.0,540,27,0.0,0.0,0.0,0.0
588,540,27,0.0,540,27,0.0,0.0,0.0,0.0
589,540,27,0.0,540,27,0.0,0.0,0.0,0.0
590,540,27,0.0,540,27,0.0,0.0,0.0,0.0
591,540,27,0.0,540,27,0.0,0.0,0.0,0.0
592,540,27,0.0,540,27,0.0,0.0,0.0,0.0
593,540,27,0.0,540,27,0.0,0.0,0.0,0.0
594,540,27,0.0,540,27,0.0,0.0,0.0,0.0
595,540,27,0.0,540,27,0.0,0.0,0.0,0.0
596,540,27,0.0,540,27,0.0,0.0,0.0,0.0
597,540,27,0.0,540,27,0.0,0.0,0.0,0.0
598,540,27,0.0,540,27,0.0,0.0,0.0,0.0
599,540,27,0.0,540,27,0.0,0.0,0.0,0.0
600,540,27,0.0,540,27,0.0,0.0,0.0,0.0
601,540,27,0.0,540,27,0.0,0.0,0.0,0.0
602,540,27,0.0,540,27,0.0,0.0,0.0,0.0
603,540,27,0.0,540,27,0.0,0.0,0.0,0.0
604,540,27,0.0,540,27,0.0,0.0,0.0,0.0
605,540,27,0.0,540,27,0.0,0.0,0.0,0.0
606,540,27,0.0,540,27,0.0,0.0,0.0,0.0
607,540,27,0.0,540,27,0.0,0.0,0.0,0.0
608,540,27,0.0,540,27,0.0,0.0,0.0,0.0
609,540,27,0.0,540,27,0.0,0.0,0.0,0.0
610,540,27,0.0,540,27,0.0,0.0,0.0,0.0
611,540,27,0.0,540,27,0.0,0.0,0.0,0.0
612,540,27,0.0,540,27,0.0,0.0,0.0,0.0
613,540,27,0.0,540,27,0.0,0.0,0.0,0.0
614,540,27,0.0,540,27,0.0,0.0,0.0,0.0
615,540,27,0.0,540,27,0.0,0.0,0.0,0.0
616,540,27,0.0,540,27,0.0,0.0,0.0,0.0
617,540,27,0.0,540,27,0.0,0.0,0.0,0.0
618,540,27,0.0,540,27,0.0,0.0,0.0,0.0
619,540,27,0.0,540,27,0.0,0.0,0.0,0.0
620,540,27,0.0,540,27,0.0,0.0,0.0,0.0
621,540,27,0.0,540,27,0.0,0.0,0.0,0.0
622,540,27,0.0,540,27,0.0,0.0,0.0,0.0
623,540,27,0.0,540,27,0.0,0.0,0.0,0.0
624,540,27,0.0,540,27,0.0,0.0,0.0,0.0
625,540,27,0.0,540,27,0.0,0.0,0.0,0.0
626,540,27,0.0,540,27,0.0,0.0,0.0,0.0
627,540,27,0.0,540,27,0.0,0.0,0.0,0.0
628,540,27,0.0,540,27,0.0,0.0,0.0,0.0
629,540,27,0.0,540,27,0.0,0.0,0.0,0.0
630,540,27,0.0,540,27,0.0,0.0,0.0,0.0
631,540,27,0.0,540,27,0.0,0.0,0.0,0.0
632,540,27,0.0,540,27,0.0,0.0,0.0,0.0
633,540,27,0.0,540,27,0.0,0.0,0.0,0.0
634,540,27,0.0,540,27,0.0,0.0,0.0,0.0
635,540,27,0.0,540,27,0.0,0.0,0.0,0.0
636,540,27,0.0,540,27,0.0,0.0,0.0,0.0
637,540,27,0.0,540,27,0.0,0.0,0.0,0.0
638,540,27,0.0,540,27,0.0,0.0,0.0,0.0
639,540,27,0.0,540,27,0.0,0.0,0.0,0.0
640,540,27,0.0,540,27,0.0,0.0,0.0,0.0
641,540,27,0.0,540,27,0.0,0.0,0.0,0.0
642,540,27,0.0,540,27,0.0,0.0,0.0,0.0
643,540,27,0.0,540,27,0.0,0.0,0.0,0.0
644,540,27,0.0,540,27,0.0,0.0,0.0,0.0
645,540,27,0.0,540,27,0.0,0.0,0.0,0.0
646,540,27,0.0,540,27,0.0,0.0,0.0,0.0
647,540,27,0.0,540,27,0.0,0.0,0.0,0.0
648,540,27,0.0,540,27,0.0,0.0,0.0,0.0
649,540,27,0.0,540,27,0.0,0.0,0.0,0.0
650,540,27,0.0,540,27,0.0,0.0,0.0,0.0
651,540,27,0.0,540,27,0.0,0.0,0.0,0.0
652,540,27,0.0,540,27,0.0,0.0,0.0,0.0
653,540,27,0.0,540,27,0.0,0.0,0.0,0.0
654,540,27,0.0,540,27,0.0,0.0,0.0,0.0
655,540,27,0.0,540,27,0.0,0.0,0.0,0.0
656,540,27,0.0,540,27,0.0,0.0,0.0,0.0
657,540,27,0.0,540,27,0.0,0.0,0.0,0.0
658,540,27,0.0,540,27,0.0,0.0,0.0,0.0
659,540,27,0.0,540,27,0.0,0.0,0.0,0.0
660,540,27,0.0,540,27,0.0,0.0,0.0,0.0
661,540,27,0.0,540,27,0.0,0.0,0.0,0.0
662,540,27,0.0,540,27,0.0,0.0,0.0,0.0
663,540,27,0.0,540,27,0.0,0.0,0.0,0.0
664,540,27,0.0,540,27,0.0,0.0,0.0,0.0
665,540,27,0.0,540,27,0.0,0.0,0.0,0.0
666,540,27,0.0,540,27,0.0,0.0,0.0,0.0
667,540,27,0.0,540,27,0.0,0.0,0.0,0.0
668,540,27,0.0,540,27,0.0,0.0,0.0,0.0
669,540,27,0.0,540,27,0.0,0.0,0.0,0.0
670,540,27,0.0,540,27,0.0,0.0,0.0,0.0
671,540,27,0.0,540,27,0.0,0.0,0.0,0.0
672,540,27,0.0,540,27,0.0,0.0,0.0,0.0
673,540,27,0.0,540,27,0.0,0.0,0.0,0.0
674,540,27,0.0,540,27,0.0,0.0,0.0,0.0
675,540,27,0.0,540,27,0.0,0.0,0.0,0.0
676,540,27,0.0,540,27,0.0,0.0,0.0,0.0
677,540,27,0.0,540,27,0.0,0.0,0.0,0.0
678,540,27,0.0,540,27,0.0,0.0,0.0,0.0
679,540,27,0.0,540,27,0.0,0.0,0.0,0.0
680,540,27,0.0,540,27,0.0,0.0,0.0,0.0
681,540,27,0.0,540,27,0.0,0.0,0.0,0.0
682,540,27,0.0,540,27,0.0,0.0,0.0,0.0
683,540,27,0.0,540,27,0.0,0.0,0.0,0.0
684,540,27,0.0,540,27,0.0,0.0,0.0,0.0
685,540,27,0.0,540,27,0.0,0.0,0.0,0.0
686,540,27,0.0,540,27,0.0,0.0,0.0,0.0
687,540,27,0.0,540,27,0.0,0.0,0.0,0.0
688,540,27,0.0,540,27,0.0,0.0,0.0,0.0
689,540,27,0.0,540,27,0.0,0.0,0.0,0.0
690,540,27,0.0,540,27,0.0,0.0,0.0,0.0
691,540,27,0.0,540,27,0.0,0.0,0.0,0.0
692,540,27,0.0,540,27,0.0,0.0,0.0,0.0
693,540,27,0.0,540,27,0.0,0.0,0.0,0.0
694,540,27,0.0,540,27,0.0,0.0,0.0,0.0
695,540,27,0.0,540,27,0.0,0.0,0.0,0.0
696,540,27,0.0,540,27,0.0,0.0,0.0,0.0
697,540,27,0.0,540,27,0.0,0.0,0.0,0.0
698,540,27,0.0,540,27,0.0,0.0,0.0,0.0
699,540,27,0.0,540,27,0.0,0.0,0.0,0.0
700,540,27,0.0,540,27,0.0,0.0,0.0,0.0
701,540,27,0.0,540,27,0.0,0.0,0.0,0.0
702,540,27,0.0,540,27,0.0,0.0,0.0,0.0
703,540,27,0.0,540,27,0.0,0.0,0.0,0.0
704,540,27,0.0,540,27,0.0,0.0,0.0,0.0
705,540,27,0.0,540,27,0.0,0.0,0.0,0.0
706,540,27,0.0,540,27,0.0,0.0,0.0,0.0
707,540,27,0.0,540,27,0.0,0.0,0.0,0.0
708,540,27,0.0,540,27,0.0,0.0,0.0,0.0
709,540,27,0.0,540,27,0.0,0.0,0.0,0.0
710,540,27,0.0,540,27,0.0,0.0,0.0,0.0
711,540,27,0.0,540,27,0.0,0.0,0.0,0.0
712,540,27,0.0,540,27,0.0,0.0,0.0,0.0
713,540,27,0.0,540,27,0.0,0.0,0.0,0.0
714,540,27,0.0,540,27,0.0,0.0,0.0,0.0
715,540,27,0.0,540,27,0.0,0.0,0.0,0.0
716,540,27,0.0,540,27,0.0,0.0,0.0,0.0
717,540,27,0.0,540,27,0.0,0.0,0.0,0.0
718,540,27,0.0,540,27,0.0,0.0,0.0,0.0
719,540,27,0.0,540,27,0.0,0.0,0.0,0.0
720,540,27,0.0,540,27,0.0,0.0,0.0,0.0
721,540,27,0.0,540,27,0.0,0.0,0.0,0.0
722,540,27,0.0,540,27,0.0,0.0,0.0,0.0
723,540,27,0.0,540,27,0.0,0.0,0.0,0.0
724,540,27,0.0,540,27,0.0,0.0,0.0,0.0
725,540,27,0.0,540,27,0.0,0.0,0.0,0.0
726,540,27,0.0,540,27,0.0,0.0,0.0,0.0
727,540,27,0.0,540,27,0.0,0.0,0.0,0.0
728,540,27,0.0,540,27,0.0,0.0,0.0,0.0
729,540,27,0.0,540,27,0.0,0.0,0.0,0.0
730,540,27,0.0,540,27,0.0,0.0,0.0,0.0
731,540,27,0.0,540,27,0.0,0.0,0.0,0.0
732,540,27,0.0,540,27,0.0,0.0,0.0,0.0
733,540,27,0.0,540,27,0.0,0.0,0.0,0.0
734,540,27,0.0,540,27,0.0,0.0,0.0,0.0
735,540,27,0.0,540,27,0.0,0.0,0.0,0.0
736,540,27,0.0,540,27,0.0,0.0,0.0,0.0
737,540,27,0.0,540,27,0.0,0.0,0.0,0.0
738,540,27,0.0,540,27,0.0,0.0,0.0,0.0
739,540,27,0.0,540,27,0.0,0.0,0.0,0.0
740,540,27,0.0,540,27,0.0,0.0,0.0,0.0
741,540,27,0.0,540,27,0.0,0.0,0.0,0.0
742,540,27,0.0,540,27,0.0,0.0,0.0,0.0
743,540,27,0.0,540,27,0.0,0.0,0.0,0.0
744,540,27,0.0,540,27,0.0,0.0,0.0,0.0
745,540,27,0.0,540,27,0.0,0.0,0.0,0.0
746,540,27,0.0,540,27,0.0,0.0,0.0,0.0
747,540,27,0.0,540,27,0.0,0.0,0.0,0.0
748,540,27,0.0,540,27,0.0,0.0,0.0,0.0
749,540,27,0.0,540,27,0.0,0.0,0.0,0.0
750,540,27,0.0,540,27,0.0,0.0,0.0,0.0
751,540,27,0.0,540,27,0.0,0.0,0.0,0.0
752,540,27,0.0,540,27,0.0,0.0,0.0,0.0
753,540,27,0.0,540,27,0.0,0.0,0.0,0.0
754,540,27,0.0,540,27,0.0,0.0,0.0,0.0
755,540,27,0.0,540,27,0.0,0.0,0.0,0.0
756,540,27,0.0,540,27,0.0,0.0,0.0,0.0
757,540,27,0.0,540,27,0.0,0.0,0.0,0.0
758,540,27,0.0,540,27,0.0,0.0,0.0,0.0
759,540,27,0.0,540,27,0.0,0.0,0.0,0.0
760,540,27,0.0,540,27,0.0,0.0,0.0,0.0
761,540,27,0.0,540,27,0.0,0.0,0.0,0.0
762,540,27,0.0,540,27,0.0,0.0,0.0,0.0
763,540,27,0.0,540,27,0.0,0.0,0.0,0.0
764,540,27,0.0,540,27,0.0,0.0,0.0,0.0
765,540,27,0.0,540,27,0.0,0.0,0.0,0.0
766,540,27,0.0,540,27,0.0,0.0,0.0,0.0
767,540,27,0.0,540,27,0.0,0.0,0.0,0.0
768,540,27,0.0,540,27,0.0,0.0,0.0,0.0
769,540,27,0.0,540,27,0.0,0.0,0.0,0.0
770,540,27,0.0,540,27,0.0,0.0,0.0,0.0
771,540,27,0.0,540,27,0.0,0.0,0.0,0.0
772,540,27,0.0,540,27,0.0,0.0,0.0,0.0
773,540,27,0.0,540,27,0.0,0.0,0.0,0.0
774,540,27,0.0,540,27,0.0,0.0,0.0,0.0
775,540,27,0.0,540,27,0.0,0.0,0.0,0.0
776,540,27,0.0,540,27,0.0,0.0,0.0,0.0
777,540,27,0.0,540,27,0.0,0.0,0.0,0.0
778,540,27,0.0,540,27,0.0,0.0,0.0,0.0
779,540,27,0.0,540,27,0.0,0.0,0.0,0.0
780,540,27,0.0,540,27,0.0,0.0,0.0,0.0
781,540,27,0.0,540,27,0.0,0.0,0.0,0.0
782,540,27,0.0,540,27,0.0,0.0,0.0,0.0
783,540,27,0.0,540,27,0.0,0.0,0.0,0.0
784,540,27,0.0,540,27,0.0,0.0,0.0,0.0
785,540,27,0.0,540,27,0.0,0.0,0.0,0.0
786,540,27,0.0,540,27,0.0,0.0,0.0,0.0
787,540,27,0.0,540,27,0.0,0.0,0.0,0.0
788,540,27,0.0,540,27,0.0,0.0,0.0,0.0
789,540,27,0.0,540,27,0.0,0.0,0.0,0.0
790,540,27,0.0,540,27,0.0,0.0,0.0,0.0
791,540,27,0.0,540,27,0.0,0.0,0.0,0.0
792,540,27,0.0,540,27,0.0,0.0,0.0,0.0
793,540,27,0.0,540,27,0.0,0.0,0.0,0.0
794,540,27,0.0,540,27,0.0,0.0,0.0,0.0
795,540,27,0.0,540,27,0.0,0.0,0.0,0.0
796,540,27,0.0,540,27,0.0,0.0,0.0,0.0
797,540,27,0.0,540,27,0.0,0.0,0.0,0.0
798,540,27,0.0,540,27,0.0,0.0,0.0,0.0
799,540,27,0.0,540,27,0.0,0.0,0.0,0.0
800,540,27,0.0,540,27,0.0,0.0,0.0,0.0
801,540,27,0.0,540,27,0.0,0.0,0.0,0.0
802,540,27,0.0,540,27,0.0,0.0,0.0,0.0
803,540,27,0.0,540,27,0.0,0.0,0.0,0.0
804,540,27,0.0,540,27,0.0,0.0,0.0,0.0
805,540,27,0.0,540,27,0.0,0.0,0.0,0.0
806,540,27,0.0,540,27,0.0,0.0,0.0,0.0
807,540,27,0.0,540,27,0.0,0.0,0.0,0.0
808,540,27,0.0,540,27,0.0,0.0,0.0,0.0
809,540,27,0.0,540,27,0.0,0.0,0.0,0.0
810,540,27,0.0,540,27,0.0,0.0,0.0,0.0
811,540,27,0.0,540,27,0.0,0.0,0.0,0.0
812,540,27,0.0,540,27,0.0,0.0,0.0,0.0
813,540,27,0.0,540,27,0.0,0.0,0.0,0.0
814,540,27,0.0,540,27,0.0,0.0,0.0,0.0
815,540,27,0.0,540,27,0.0,0.0,0.0,0.0
816,540,27,0.0,540,27,0.0,0.0,0.0,0.0
817,540,27,0.0,540,27,0.0,0.0,0.0,0.0
818,540,27,0.0,540,27,0.0,0.0,0.0,0.0
819,540,27,0.0,540,27,0.0,0.0,0.0,0.0
820,540,27,0.0,540,27,0.0,0.0,0.0,0.0
821,540,27,0.0,540,27,0.0,0.0,0.0,0.0
822,540,27,0.0,540,27,0.0,0.0,0.0,0.0
823,540,27,0.0,540,27,0.0,0.0,0.0,0.0
824,540,27,0.0,540,27,0.0,0.0,0.0,0.0
825,540,27,0.0,540,27,0.0,0.0,0.0,0.0
826,540,27,0.0,540,27,0.0,0.0,0.0,0.0
827,540,27,0.0,540,27,0.0,0.0,0.0,0.0
828,540,27,0.0,540,27,0.0,0.0,0.0,0.0
829,540,27,0.0,540,27,0.0,0.0,0.0,0.0
830,540,27,0.0,540,27,0.0,0.0,0.0,0.0
831,540,27,0.0,540,27,0.0,0.0,0.0,0.0
832,540,27,0.0,540,27,0.0,0.0,0.0,0.0
833,540,27,0.0,540,27,0.0,0.0,0.0,0.0
834,540,27,0.0,540,27,0.0,0.0,0.0,0.0
835,540,27,0.0,540,27,0.0,0.0,0.0,0.0
836,540,27,0.0,540,27,0.0,0.0,0.0,0.0
837,540,27,0.0,540,27,0.0,0.0,0.0,0.0
838,540,27,0.0,540,27,0.0,0.0,0.0,0.0
839,540,27,0.0,540,27,0.0,0.0,0.0,0.0
840,540,27,0.0,540,27,0.0,0.0,0.0,0.0
841,540,27,0.0,540,27,0.0,0.0,0.0,0.0
842,540,27,0.0,540,27,0.0,0.0,0.0,0.0
843,540,27,0.0,540,27,0.0,0.0,0.0,0.0
844,540,27,0.0,540,27,0.0,0.0,0.0,0.0
845,540,27,0.0,540,27,0.0,0.0,0.0,0.0
846,540,27,0.0,540,27,0.0,0.0,0.0,0.0
847,540,27,0.0,540,27,0.0,0.0,0.0,0.0
848,540,27,0.0,540,27,0.0,0.0,0.0,0.0
849,540,27,0.0,540,27,0.0,0.0,0.0,0.0
850,540,27,0.0,540,27,0.0,0.0,0.0,0.0
851,540,27,0.0,540,27,0.0,0.0,0.0,0.0
852,540,27,0.0,540,27,0.0,0.0,0.0,0.0
853,540,27,0.0,540,27,0.0,0.0,0.0,0.0
854,540,27,0.0,540,27,0.0,0.0,0.0,0.0
855,540,27,0.0,540,27,0.0,0.0,0.0,0.0
856,540,27,0.0,540,27,0.0,0.0,0.0,0.0
857,540,27,0.0,540,27,0.0,0.0,0.0,0.0
858,540,27,0.0,540,27,0.0,0.0,0.0,0.0
859,540,27,0.0,540,27,0.0,0.0,0.0,0.0
860,540,27,0.0,540,27,0.0,0.0,0.0,0.0
861,540,27,0.0,540,27,0.0,0.0,0.0,0.0
862,540,27,0.0,540,27,0.0,0.0,0.0,0.0
863,540,27,0.0,540,27,0.0,0.0,0.0,0.0
864,540,27,0.0,540,27,0.0,0.0,0.0,0.0
865,540,27,0.0,540,27,0.0,0.0,0.0,0.0
866,540,27,0.0,540,27,0.0,0.0,0.0,0.0
867,540,27,0.0,540,27,0.0,0.0,0.0,0.0
868,540,27,0.0,540,27,0.0,0.0,0.0,0.0
869,540,27,0.0,540,27,0.0,0.0,0.0,0.0
870,540,27,0.0,540,27,0.0,0.0,0.0,0.0
871,540,27,0.0,540,27,0.0,0.0,0.0,0.0
872,540,27,0.0,540,27,0.0,0.0,0.0,0.0
873,540,27,0.0,540,27,0.0,0.0,0.0,0.0
874,540,27,0.0,540,27,0.0,0.0,0.0,0.0
875,540,27,0.0,540,27,0.0,0.0,0.0,0.0
876,540,27,0.0,540,27,0.0,0.0,0.0,0.0
877,540,27,0.0,540,27,0.0,0.0,0.0,0.0
878,540,27,0.0,540,27,0.0,0.0,0.0,0.0
879,540,27,0.0,540,27,0.0,0.0,0.0,0.0
880,540,27,0.0,540,27,0.0,0.0,0.0,0.0
881,540,27,0.0,540,27,0.0,0.0,0.0,0.0
882,540,27,0.0,540,27,0.0,0.0,0.0,0.0
883,540,27,0.0,540,27,0.0,0.0,0.0,0.0
884,540,27,0.0,540,27,0.0,0.0,0.0,0.0
885,540,27,0.0,540,27,0.0,0.0,0.0,0.0
886,540,27,0.0,540,27,0.0,0.0,0.0,0.0
887,540,27,0.0,540,27,0.0,0.0,0.0,0.0
888,540,27,0.0,540,27,0.0,0.0,0.0,0.0
889,540,27,0.0,540,27,0.0,0.0,0.0,0.0
890,540,27,0.0,540,27,0.0,0.0,0.0,0.0
891,540,27,0.0,540,27,0.0,0.0,0.0,0.0
892,540,27,0.0,540,27,0.0,0.0,0.0,0.0
893,540,27,0.0,540,27,0.0,0.0,0.0,0.0
894,540,27,0.0,540,27,0.0,0.0,0.0,0.0
895,540,27,0.0,540,27,0.0,0.0,0.0,0.0
896,540,27,0.0,540,27,0.0,0.0,0.0,0.0
897,540,27,0.0,540,27,0.0,0.0,0.0,0.0
898,540,27,0.0,540,27,0.0,0.0,0.0,0.0
899,540,27,0.0,540,27,0.0,0.0,0.0,0.0
900,540,27,0.0,540,27,0.0,0.0,0.0,0.0
901,540,27,0.0,540,27,0.0,0.0,0.0,0.0
902,540,27,0.0,540,27,0.0,0.0,0.0,0.0
903,540,27,0.0,540,27,0.0,0.0,0.0,0.0
904,540,27,0.0,540,27,0.0,0.0,0.0,0.0
905,540,27,0.0,540,27,0.0,0.0,0.0,0.0
906,540,27,0.0,540,27,0.0,0.0,0.0,0.0
907,540,27,0.0,540,27,0.0,0.0,0.0,0.0
908,540,27,0.0,540,27,0.0,0.0,0.0,0.0
909,540,27,0.0,540,27,0.0,0.0,0.0,0.0
910,540,27,0.0,540,27,0.0,0.0,0.0,0.0
911,540,27,0.0,540,27,0.0,0.0,0.0,0.0
912,540,27,0.0,540,27,0.0,0.0,0.0,0.0
913,540,27,0.0,540,27,0.0,0.0,0.0,0.0
914,540,27,0.0,540,27,0.0,0.0,0.0,0.0
915,540,27,0.0,540,27,0.0,0.0,0.0,0.0
916,540,27,0.0,540,27,0.0,0.0,0.0,0.0
