Lambda,Ps_T,Da_T,Ur_PUSCH_T,Wr_PUSCH_T,retrans_wbo,Ru_T
0.175,0.983664,217.09926,49656.31667249358,48726.75392761078,"[8, 4, 4, 5, 30, 5]",0.01872
