Lambda,Ps_T,Da_T,Ur_PUSCH_T,Wr_PUSCH_T,retrans_wbo,Ru_T
0.675,0.893899,669.154547,54657.41286,51398.25782,"[4, 6, 4, 5, 80, 60]",0.059629
