Lambda,N_4SRA,N_2SRA,W_rar,W_pbo,D_max,Ps_T,Da_T,Ur_PUSCH_T,Wr_PUSCH_T,retrans_wbo,Ru_T
1,36,18,80,480,1200,0.776539,791.144843,57276.10915,53082.80061,"[3, 8, 4, 240, 40, 10]",0.073212
