Lambda,N_4SRA,N_2SRA,W_rar,W_pbo,D_max,Ps_T,Da_T,Ur_PUSCH_T,Wr_PUSCH_T,retrans_wbo,Ru_T
1,36,18,80,480,3000,0.99677,869.351019,57607.99336,52225.43534,"[8, 8, 8, 240, 240, 120]",0.093434
