M_4SRA,N_4SRA,wrar_4SRA,wbo_4SRA,rts_4SRA,Ms_4SRA,Ps_4SRA,Da_4SRA,M_2SRA,N_2SRA,wrar_2SRA,wbo_2SRA,rts_2SRA,Ms_2SRA,Ps_2SRA,Da_2SRA,M_FB,wbo_FB,rts_FB,Ms_FB,Ps_FB,Da_FB,Ms_T,Ps_T,Da_2SRA_T,Da_T,Ur_PUSCH_4SRA_T,Ur_PUSCH_2SRA,Ur_PUSCH_T,Wr_PUSCH_4SRA_T,Wr_PUSCH_2SRA,Wr_PUSCH_T,Ru_T
135.0,18,20,20,5,134.10082,0.993339,148.460284,135.0,36,20,20,5,134.999885,0.999999,91.7059,0.000115,20,5,0.000115,1.0,209.746775,269.10082,0.99667,91.706,119.988322,305.4294569157905,96480.0,96785.4294569158,171.32852250106427,96345.00011467523,96516.3286371763,0.00278
162.0,18,20,20,5,156.217727,0.964307,158.984226,162.0,36,20,20,5,161.998269,0.999989,98.181902,0.001731,20,5,0.001731,1.0,218.721753,318.217727,0.982153,98.18319,128.031306,385.70679766304033,96480.0,96865.70679766304,229.4873393032931,96318.00173114499,96547.48907044828,0.003285
189.5,18,20,20,5,169.45058,0.894198,166.984617,189.5,36,20,20,5,188.983852,0.997276,104.394773,0.016148,20,5,0.016148,1.0,228.732397,358.45058,0.94578,104.405397,133.988513,458.1982032045825,96480.0,96938.19820320458,288.73147528195943,96291.01614819479,96579.74762347675,0.003698
216.0,18,20,20,5,171.924034,0.795945,172.358014,216.0,36,20,20,5,214.900711,0.994911,110.288775,0.099289,20,5,0.099289,1.0,237.48141,386.924034,0.895657,110.347513,137.900972,519.3656302062102,96480.0,96999.36563020622,347.34230657884274,96265.09928913998,96612.44159571882,0.003989
243.0,18,20,20,5,165.677567,0.681801,176.16181,243.0,36,20,20,5,241.522177,0.993918,116.348683,0.477823,20,5,0.477823,1.0,244.493642,407.677567,0.838843,116.601702,140.806551,559.7739588988701,96480.0,97039.77395889888,393.61856903792113,96238.47782333239,96632.09639237031,0.004201
270.0,18,20,20,5,153.727541,0.569361,178.747092,270.0,36,20,20,5,267.27653,0.989913,122.247243,1.72347,20,5,1.72347,1.0,249.731847,422.727541,0.782829,123.06403,143.313528,573.002212296697,96480.0,97053.00221229669,417.5512016369568,96212.72346991135,96630.27467154831,0.004356
540.0,18,20,20,5,30.650694,0.056761,163.704869,540.0,36,20,20,5,308.361235,0.571039,152.998897,230.638765,20,5,192.678348,0.835412,331.953979,531.690277,0.492306,221.817351,218.467303,1122.5457878934844,96480.0,97602.54578789348,899.2167462121831,96171.63876479171,97070.8555110039,0.005448
810.0,18,20,20,5,7.296712,0.009008,137.265758,810.0,36,20,20,5,180.55987,0.222913,161.611625,627.44013,20,5,48.40119,0.077141,389.374166,236.257772,0.145838,209.759454,207.52052,1232.067961678381,96480.0,97712.06796167837,1176.3700596789863,96299.44012979287,97475.81018947186,0.002418
1080.0,18,20,20,5,2.510237,0.002324,124.861924,1080.0,36,20,20,5,108.648303,0.1006,170.661611,968.351697,20,5,30.416913,0.031411,418.376895,141.575453,0.065544,224.842911,223.070175,1246.230771556746,96480.0,97726.23077155674,1213.3036218529026,96371.35169745727,97584.65531931017,0.001449
1350.0,18,20,20,5,0.996739,0.000738,118.332598,1350.0,36,20,20,5,73.846709,0.054701,181.408688,1273.153291,20,5,26.915887,0.021141,424.864608,101.759335,0.037689,246.441074,245.186243,1255.2509709922804,96480.0,97735.25097099227,1227.338344641188,96406.15329126405,97633.49163590524,0.001041
1620.0,18,20,20,5,0.422034,0.000261,114.854712,1620.0,36,20,20,5,56.447918,0.034844,192.047762,1559.552082,20,5,25.339961,0.016248,427.336368,82.209913,0.025373,264.946145,264.175633,1260.0057882877159,96480.0,97740.00578828772,1234.243793167316,96423.55208165321,97657.79587482053,0.000841
1890.0,18,20,20,5,0.182684,9.7e-05,112.961123,1890.0,36,20,20,5,47.044894,0.024891,201.14624,1837.955106,20,5,24.300065,0.013221,428.940015,71.527643,0.018923,278.73271,278.309324,1264.0764875981583,96480.0,97744.07648759815,1239.5937386044336,96432.95510585986,97672.5488444643,0.000732
2160.0,18,20,20,5,0.079234,3.7e-05,111.899951,2160.0,36,20,20,5,41.509857,0.019218,208.264651,2113.490143,20,5,23.514627,0.011126,430.193087,65.103718,0.01507,288.520026,288.305072,1268.1738914451294,96480.0,97748.17389144513,1244.5800305673997,96438.49014312882,97683.07017369622,0.000666
2430.0,18,20,20,5,0.0344,1.4e-05,111.291683,2430.0,36,20,20,5,38.000692,0.015638,213.545031,2385.999308,20,5,22.889684,0.009593,431.227341,60.924776,0.012536,295.375357,295.271417,1272.2775775902612,96480.0,97752.27757759026,1249.3534935484727,96441.99930826465,97691.35280181313,0.000623
2700.0,18,20,20,5,0.014862,6e-06,110.933599,2700.0,36,20,20,5,35.59647,0.013184,217.40927,2657.40353,20,5,22.372245,0.008419,432.111298,57.983577,0.010738,300.270626,300.222097,1274.0568537610986,96480.0,97754.0568537611,1251.6697476274953,96444.4035295973,97696.0732772248,0.000593
