Lambda,M_4SRA,N_4SRA,wrar_4SRA,wbo_4SRA,rts_4SRA,Ms_4SRA,Ps_4SRA,Da_4SRA,M_2SRA,N_2SRA,wrar_2SRA,wbo_2SRA,rts_2SRA,Ms_2SRA,Ps_2SRA,Da_2SRA,M_FB,wbo_FB,rts_FB,Ms_FB,Ps_FB,Da_FB,Ms_T,Ps_T,Da_2SRA_T,Da_T,Ur_PUSCH_4SRA_T,Ur_PUSCH_2SRA,Ur_PUSCH_T,Wr_PUSCH_4SRA_T,Wr_PUSCH_2SRA,Wr_PUSCH_T,Ru_T
0.05,180,27,20,20,5,180,1,300.3362056,90,27,20,20,5,90,1,273.4323,0,20,5,0,0,0,270,1,273.4323,291.368237,196,72360,72556,16,72270,72286,0.003721
0.06,216,27,20,20,5,215,0.99537,301.0080465,108,27,20,20,5,108,1,273.2598426,0,20,5,0,0,0,323,0.996914,273.259843,291.730009,233,72360,72593,18,72252,72270,0.004449
0.07,253,27,20,20,5,252,0.996047,301.936123,126,27,20,20,5,126,1,273.4261032,0,20,5,0,0,0,378,0.997361,273.426103,292.432783,278,72360,72638,26,72234,72260,0.005204
0.08,288,27,20,20,5,286.9988,0.996524,302.3281157,144,27,20,20,5,143.9998,0.999999,273.7599504,0.0002,20,5,0.0002,1,350.5,430.9988,0.997682,273.760057,292.783308,329,72360,72689,42.001,72216.0002,72258.0012,0.005929
0.09,324,27,20,20,5,322.9984,0.996909,302.7652248,162,27,20,20,5,162,1,274.3155802,0,20,5,0,0,0,484.9984,0.997939,274.31558,293.262426,359,72360,72719,36.0016,72198,72234.0016,0.006669
0.1,360,27,20,20,5,358.9954,0.997209,303.6947429,180,27,20,20,5,180,1,274.3868278,0,20,5,0,0,0,538.9954,0.99814,274.386828,293.907229,424,72360,72784,65.0046,72180,72245.0046,0.007405
0.2,720,27,20,20,5,717.1668,0.996065,313.5068918,360,27,20,20,5,358.996,0.997211,277.5195768,0.004,20,5,0.004,1,421,1076.1668,0.996451,277.521175,301.502366,1082,72360,73442,364.8292,72001.004,72365.8332,0.014653
0.3,1080,27,20,20,5,1034.3046,0.957689,336.3052144,540,27,20,20,5,538.9214,0.998003,281.7312604,0.0786,20,5,0.0764,0.97201,446.0235602,1573.3024,0.971174,281.754548,317.616697,2341,72360,74701,1306.619,71821.0786,73127.6976,0.021061
0.4,1440,27,20,20,5,943.9328,0.655509,349.2991825,720,27,20,20,5,717.1884,0.996095,287.6408191,0.8116,20,5,0.5032,0.62001,513.6975358,1661.6244,0.769271,287.799316,322.736057,3022,72360,75382,2077.564,71642.8116,73720.3756,0.022043
0.5,1800,27,20,20,5,688.0084,0.382227,347.6899093,900,27,20,20,5,891.5004,0.990556,296.68599,6.4996,20,5,2.5722,0.395747,593.111772,1582.081,0.585956,297.538791,319.348288,3303,72360,75663,2612.4194,71468.4996,74080.919,0.02091
0.6,2160,27,20,20,5,505.2878,0.23393,344.3904046,1080,27,20,20,5,1034.1088,0.957508,310.2987409,42.8912,20,5,16.0458,0.374105,650.6733787,1555.4424,0.480075,315.499483,324.884742,3378,72360,75738,2856.6664,71325.8912,74182.5576,0.020537
0.7,2520,27,20,20,5,341.5216,0.135524,303.0112409,1260,27,20,20,5,1059.0392,0.840507,322.0393102,197.9608,20,5,72.1606,0.36452,689.9883496,1472.7214,0.389609,345.511223,335.655549,3506,72360,75866,3092.3178,71300.9608,74393.2786,0.019412
0.8,2880,27,20,20,5,224.3054,0.077884,224.2387464,1440,27,20,20,5,944.9852,0.65624,323.3595758,491.0148,20,5,140.93,0.287018,720.0969276,1310.2206,0.303292,374.848122,349.064299,3684,72360,76044,3318.7646,71415.0148,74733.7794,0.01723
0.9,3240,27,20,20,5,166.2348,0.051307,170.6696576,1620,27,20,20,5,807.2084,0.498277,322.3336041,808.7916,20,5,175.9294,0.217521,740.9069132,1149.3726,0.236496,397.235974,364.467482,3825,72360,76185,3482.8358,71552.7916,75035.6274,0.015087
1,3600,27,20,20,5,132.496,0.036804,141.0873687,1800,27,20,20,5,693.2016,0.385112,322.9294583,1102.7984,20,5,190.5328,0.172772,756.0355193,1016.2304,0.188191,416.30696,380.423862,3959,72360,76319,3635.9712,71666.7984,75302.7696,0.013316
