Lambda,M_4SRA,N_4SRA,wrar_4SRA,wbo_4SRA,rts_4SRA,Ms_4SRA,Ps_4SRA,Da_4SRA,M_2SRA,N_2SRA,wrar_2SRA,wbo_2SRA,rts_2SRA,Ms_2SRA,Ps_2SRA,Da_2SRA,M_FB,wbo_FB,rts_FB,Ms_FB,Ps_FB,Da_FB,Ms_T,Ps_T,Da_2SRA_T,Da_T,Ur_PUSCH_4SRA_T,Ur_PUSCH_2SRA,Ur_PUSCH_T,Wr_PUSCH_4SRA_T,Wr_PUSCH_2SRA,Wr_PUSCH_T,Ru_T
0.05,135,27,20,20,5,135,1,300.1282148,135,27,20,20,5,135,1,273.6669926,0,20,5,0,0,0,270,1,273.666993,286.897604,143,72360,72503,8,72225,72233,0.003724
0.06,162,27,20,20,5,162,1,300.3779074,162,27,20,20,5,162,1,274.200858,0,20,5,0,0,0,324,1,274.200858,287.289383,170,72360,72530,8,72198,72206,0.004467
0.07,190,27,20,20,5,190,1,300.8071474,190,27,20,20,5,190,1,274.7578474,0,20,5,0,0,0,380,1,274.757847,287.782497,210,72360,72570,20,72170,72190,0.005236
0.08,216,27,20,20,5,214.9998,0.995369,300.9793493,216,27,20,20,5,215,0.99537,275.0326977,0,20,5,0,0,0,429.9998,0.99537,275.032698,288.006017,235,72360,72595,20.0002,72145,72165.0002,0.005923
0.09,243,27,20,20,5,242,0.995885,301.2839628,243,27,20,20,5,241.9996,0.995883,275.4843735,0.0004,20,5,0.0004,1,278,484,0.995885,275.484378,288.38417,279,72360,72639,36.9996,72118.0004,72155,0.006663
0.1,270,27,20,20,5,269,0.996296,302.0018476,270,27,20,20,5,269,0.996296,276.013539,0,20,5,0,0,0,538,0.996296,276.013539,289.007693,295,72360,72655,26,72091,72117,0.007405
0.2,540,27,20,20,5,538.929,0.998017,307.7329101,540,27,20,20,5,538.923,0.998006,281.9322974,0.077,20,5,0.077,1,414.7857143,1077.929,0.998082,281.951276,294.841244,696,72360,73056,156.994,71821.077,71978.071,0.014755
0.3,810,27,20,20,5,805.547,0.994502,317.8568507,810,27,20,20,5,805.6108,0.994581,291.6584529,2.3892,20,5,2.3824,0.997154,433.8348724,1613.5402,0.996012,292.077666,304.947717,1404,72360,73764,596.0706,71554.3892,72150.4598,0.021874
0.4,1080,27,20,20,5,1020.92,0.945296,337.6805636,1080,27,20,20,5,1034.2622,0.95765,310.2118466,42.7378,20,5,40.8646,0.95617,501.1209042,2096.0468,0.970392,317.468128,327.312984,2504,72360,74864,1442.2154,71325.7378,72767.9532,0.027998
0.5,1350,27,20,20,5,745.9174,0.552531,295.9969049,1350,27,20,20,5,1010.5234,0.748536,323.6560195,336.4766,20,5,186.9378,0.555574,618.2455228,1943.3786,0.71977,369.644911,341.376961,3336,72360,75696,2403.1448,71349.4766,73752.6214,0.025673
0.6,1620,27,20,20,5,467.9518,0.288859,212.4779708,1620,27,20,20,5,808.3168,0.498961,322.2348349,807.6832,20,5,222.4616,0.275432,693.8525112,1498.7302,0.462571,402.437003,343.12568,3614,72360,75974,2923.5866,71551.6832,74475.2698,0.019727
0.7,1890,27,20,20,5,345.7966,0.182961,170.2946249,1890,27,20,20,5,644.5072,0.341009,323.5361427,1240.4928,20,5,217.918,0.175671,737.821442,1208.2218,0.319635,428.217944,354.399539,3953,72360,76313,3389.2854,71715.4928,75104.7782,0.015832
0.8,2160,27,20,20,5,275.9568,0.127758,146.6056912,2160,27,20,20,5,527.7342,0.244321,328.7572435,1627.2658,20,5,207.1224,0.127282,765.4401368,1010.8134,0.233985,451.83814,368.508249,4075,72360,76435,3591.9208,71832.2658,75424.1866,0.013224
0.9,2430,27,20,20,5,228.5532,0.094055,131.3189209,2430,27,20,20,5,444.0626,0.182742,335.1392973,1979.9374,20,5,194.448,0.098209,784.4165278,867.0638,0.178408,471.959358,382.168431,4140,72360,76500,3716.9988,71915.9374,75632.9362,0.011334
1,2700,27,20,20,5,193.8202,0.071785,120.6304044,2700,27,20,20,5,381.6426,0.141349,342.1602979,2311.3574,20,5,181.698,0.078611,798.2243228,757.1608,0.140215,489.257669,394.895401,4208,72360,76568,3832.4818,71978.3574,75810.8392,0.009889
